# Displaced_A15.xyz
|  config  |  # atoms  |  energy  | DFT energy | energy error |  force  | DFT force | force error |
     97      2      -23.6894      -23.6888      0.000314239      0.0015741      0.000625114      0.000225751      
     98      2      -23.689      -23.6893      0.000164854      0.00218411      0.00082906      0.000454431      
     99      2      -23.6879      -23.6874      0.000244742      0.0026873      0.00112024      0.00063971      
     100      2      -23.6908      -23.6907      4.84784e-05      0.00155675      0.00061094      0.000223434      
     101      2      -23.6887      -23.6894      0.000330672      0.00153027      0.000588355      0.000224703      
     102      2      -23.6906      -23.69      0.000294632      0.00217815      0.000881006      0.000433051      
     103      2      -23.6896      -23.69      0.000186243      0.00217024      0.00084502      0.000443633      
     104      2      -23.6906      -23.6908      9.01574e-05      0.00153665      0.000599642      0.000222546      
     105      2      -23.6903      -23.6898      0.000262183      0.0021784      0.000880022      0.000433011      
     106      2      -23.6901      -23.6906      0.000217323      0.0021703      0.000856001      0.000438731      
     107      2      -23.6904      -23.6906      9.34124e-05      0.00220649      0.000839002      0.000456503      
     108      2      -23.6896      -23.6888      0.000422817      0.00221199      0.000891019      0.000441705      
     109      2      -23.6908      -23.69      0.000385455      0.00155904      0.000619429      0.00022266      
     110      2      -23.6888      -23.6877      0.000529429      0.00269353      0.00108759      0.00065553      
     111      2      -23.6912      -23.691      8.50304e-05      0.00219004      0.000854004      0.000445361      
     112      2      -23.6899      -23.689      0.000422394      1.60912e-06      0      6.28746e-07      
     113      2      -23.69      -23.69      3.33262e-06      1.80948e-06      0      6.9691e-07      
     114      2      -23.6902      -23.6906      0.000204517      0.00216766      0.000858001      0.000437286      
     115      2      -23.6902      -23.6906      0.000198752      0.00218984      0.000868007      0.000441363      
     116      2      -23.6898      -23.6902      0.000235125      0.00157851      0.000592589      0.000234979      
     117      2      -23.6901      -23.6905      0.000195226      0.00219985      0.000850029      0.000452358      
     118      2      -23.691      -23.6905      0.000255929      0.00219536      0.00087401      0.000441615      
     119      2      -23.6894      -23.6896      8.96636e-05      0.00215494      0.000832019      0.000442485      
     120      2      -23.6884      -23.6874      0.000468553      0.00269305      0.00109578      0.000652082      
     121      2      -23.6899      -23.6896      0.000154245      0.00150497      0.000626524      0.000208768      
     122      2      -23.6899      -23.6904      0.000230467      9.75178e-07      0      3.94821e-07      
     123      2      -23.6901      -23.6906      0.000231799      0.00154959      0.000598227      0.000225333      
     124      2      -23.689      -23.6891      7.73643e-05      0.00218522      0.000818007      0.000456552      
     125      2      -23.6897      -23.6901      0.000245324      0.00218022      0.000874077      0.000438441      
     126      2      -23.6902      -23.6905      0.000154357      0.00156839      0.000593998      0.000231935      
     127      2      -23.6902      -23.6899      0.000180553      0.00217263      0.000886012      0.000430229      
# Elastic_FCC.xyz
|  config  |  # atoms  |  energy  | DFT energy | energy error |  force  | DFT force | force error |
     128      4      -46.4376      -46.4379      9.12833e-05      0.00129814      0.00126595      0.000176566      
     129      4      -46.4401      -46.4385      0.000387741      0.000432624      0.00149255      0.000270961      
     130      4      -46.4355      -46.4364      0.000218432      0.00127529      0.000810592      0.000161262      
     131      4      -46.4404      -46.4416      0.00029251      0.001365      0.00128368      0.000215318      
     132      4      -46.417      -46.417      2.5016e-06      0.00133089      0.00118615      0.000234947      
     133      4      -46.4383      -46.4405      0.000538686      0.000428708      0.00121244      0.000182183      
     134      4      -46.438      -46.438      1.8739e-06      0.00226939      0.00235823      0.000396088      
     135      4      -46.4466      -46.4459      0.00017472      0.00219      0.00203395      0.000392479      
     136      4      -46.4357      -46.4357      9.17925e-07      0.00227579      0.00169085      0.000253203      
     137      4      -46.4396      -46.4382      0.000351567      0.00132703      0.00116005      0.000216121      
     138      4      -46.4272      -46.4263      0.000225224      0.00128514      0.000529702      0.000137401      
     139      4      -46.4414      -46.4433      0.00047672      0.001333      0.00181842      0.000306689      
     140      4      -46.4388      -46.439      5.646e-05      0.00223961      0.00141697      0.000336116      
     141      4      -46.4317      -46.4324      0.000187664      0.00138666      0.00101047      0.000171912      
     142      4      -46.4122      -46.4127      0.000124189      0.00143543      0.00180196      0.000383793      
     143      4      -46.4423      -46.4432      0.000223988      0.00132555      0.00169159      0.000380752      
     144      4      -46.431      -46.4315      0.000121809      0.00190464      0.00168054      0.000271889      
     145      4      -46.4336      -46.4356      0.000490001      0.00129998      0.000959304      0.000190061      
     146      4      -46.4388      -46.4377      0.00027991      0.000405933      0.00121771      0.00021806      
     147      4      -46.428      -46.4284      0.000121182      0.0018568      0.00206008      0.00039447      
     148      4      -46.4323      -46.4323      1.53309e-05      0.000307635      0.00062742      9.29364e-05      
     149      4      -46.4413      -46.4423      0.000254559      0.00135745      0.00242444      0.000473592      
     150      4      -46.4372      -46.4366      0.000139301      0.00123524      0.000532124      0.000160772      
     151      4      -46.4307      -46.4308      2.10648e-05      0.000432988      0.00139999      0.000242804      
     152      4      -46.4327      -46.4331      0.000111025      0.00130485      0.000727277      0.000122579      
     153      4      -46.4341      -46.4343      5.88356e-05      0.00128746      0.00128445      0.000223422      
     154      4      -46.4299      -46.4306      0.000169679      0.00135216      0.00131575      0.000219934      
     155      4      -46.4464      -46.4457      0.000179895      0.000491493      0.00180789      0.000371338      
     156      4      -46.4359      -46.4359      6.2871e-06      0.00131182      0.0018693      0.000301928      
     157      4      -46.4399      -46.4421      0.000557386      0.00028896      0.000602093      7.06211e-05      
     158      4      -46.4355      -46.4344      0.000276556      0.00217832      0.00109298      0.000256142      
     159      4      -46.438      -46.4363      0.000435357      0.00178678      0.00183915      0.000307051      
     160      4      -46.4239      -46.4239      1.9862e-05      0.000443073      0.00146346      0.000255772      
     161      4      -46.4276      -46.4281      0.000133727      0.000328365      0.00085845      0.000128765      
     162      4      -46.4264      -46.4269      0.000125386      0.00226011      0.00184572      0.000318478      
     163      4      -46.4233      -46.4211      0.000539593      0.00135194      0.00130915      0.000193412      
     164      4      -46.4307      -46.4322      0.000378027      0.00184936      0.000725311      0.00026688      
     165      4      -46.4307      -46.4294      0.000327453      0.00132022      0.00106833      0.000199964      
     166      4      -46.445      -46.4451      4.47165e-05      0.00178309      0.00177604      0.000287982      
     167      4      -46.4347      -46.4359      0.000287872      0.00186921      0.00237607      0.000468522      
     168      4      -46.4389      -46.4397      0.000197065      0.00122497      0.0011194      2.91557e-05      
     169      4      -46.4269      -46.4283      0.000346839      0.00190839      0.001277      0.000264684      
     170      4      -46.4238      -46.4246      0.000185918      0.000323914      0.000803296      9.77522e-05      
     171      4      -46.4125      -46.413      0.000146127      0.00190117      0.00124832      0.000217655      
     172      4      -46.4347      -46.437      0.000563723      0.00223268      0.00133194      0.000250285      
     173      4      -46.4432      -46.4436      9.53719e-05      0.000401632      0.00117705      0.00019437      
     174      4      -46.4402      -46.4397      0.000130528      5.39709e-07      0      1.36172e-07      
     175      4      -46.4371      -46.4355      0.000400775      0.001331      0.000933839      0.000172486      
     176      4      -46.4338      -46.4348      0.000246337      0.00130523      0.00117329      0.000172831      
     177      4      -46.4361      -46.4349      0.000301619      0.00185282      0.00134949      0.000299074      
     178      4      -46.4273      -46.4265      0.00021212      0.00134494      0.00124894      0.00028684      
     179      4      -46.4373      -46.437      6.76673e-05      0.00179052      0.000938419      0.000220077      
     180      4      -46.4291      -46.4289      3.64093e-05      0.00135743      0.00128635      0.000234894      
     181      4      -46.4409      -46.4425      0.000398704      0.000314473      0.000948555      0.000173515      
     182      4      -46.4304      -46.4287      0.000420474      0.000434161      0.00142432      0.000244412      
     183      4      -46.4333      -46.4334      6.5299e-06      0.00132327      0.00127638      0.000218822      
     184      4      -46.4397      -46.4388      0.000226921      0.00179506      0.000818694      0.000237618      
     185      4      -46.4414      -46.442      0.000150546      0.00130076      0.00188774      0.000327535      
     186      4      -46.4375      -46.439      0.000391099      0.00181002      0.000821568      0.000241246      
     187      4      -46.4369      -46.437      1.30911e-05      0.0018278      0.00148232      0.000285807      
     188      4      -46.428      -46.4272      0.000194961      0.0018322      0.00129389      0.000186107      
     189      4      -46.4389      -46.438      0.000215694      0.00178205      0.00162729      0.00034955      
     190      4      -46.4203      -46.4201      6.39991e-05      0.00232786      0.00239524      0.000584901      
     191      4      -46.4455      -46.4452      6.32029e-05      0.000410959      0.00121933      0.000193817      
     192      4      -46.4444      -46.446      0.000416901      0.00130676      0.00130533      8.56867e-05      
     193      4      -46.4356      -46.4345      0.000286705      0.00126985      0.000832334      0.000235835      
     194      4      -46.4426      -46.4446      0.000497562      0.000284194      0.000974421      0.000120388      
     195      4      -46.441      -46.4418      0.000195492      0.00134404      0.00133923      0.00028799      
     196      4      -46.4373      -46.4364      0.000234161      0.00178659      0.00178674      0.000298237      
     197      4      -46.445      -46.4464      0.000353224      0.000299253      0.000658878      9.80667e-05      
     198      4      -46.4487      -46.4498      0.000288446      0.00180695      0.00213506      0.00047117      
     199      4      -46.4256      -46.4272      0.000393592      0.000460058      0.00105079      0.000145676      
     200      4      -46.427      -46.4279      0.000224708      0.000458709      0.00148767      0.00025483      
     201      4      -46.4419      -46.44      0.000452838      0.000292493      0.000757203      9.05702e-05      
     202      4      -46.4364      -46.4372      0.00020854      0.00135761      0.00150559      0.000269724      
     203      4      -46.4233      -46.4226      0.000164991      0.00131737      0.00160171      0.000293723      
     204      4      -46.443      -46.4435      0.000139902      0.00178802      0.0015903      0.000307816      
     205      4      -46.4391      -46.4399      0.000204046      0.00133359      0.00153049      0.000214836      
     206      4      -46.4376      -46.4377      1.84404e-05      0.00187679      0.00244025      0.000545227      
     207      4      -46.4439      -46.4456      0.000406105      0.00128066      0.00113392      0.000252463      
     208      4      -46.4388      -46.4391      8.26119e-05      0.00184257      0.00183073      0.00039775      
     209      4      -46.4438      -46.4431      0.000169702      0.00125855      0.000576687      0.000123441      
     210      4      -46.4406      -46.4397      0.000213666      0.00126816      0.00120417      0.000221999      
     211      4      -46.4364      -46.4364      2.28379e-06      0.000417073      0.00146166      0.00030401      
     212      4      -46.4274      -46.4266      0.000218434      0.00132344      0.00135962      0.000161742      
     213      4      -46.4339      -46.434      3.15292e-05      0.00183905      0.00139113      0.000265171      
     214      4      -46.436      -46.4363      7.73884e-05      0.00225558      0.00250335      0.000325186      
     215      4      -46.433      -46.4345      0.000368686      0.0018765      0.00104164      0.000297665      
     216      4      -46.4384      -46.4388      9.71899e-05      0.00179404      0.00109829      0.000218173      
     217      4      -46.4387      -46.4403      0.000396388      0.00128375      0.000606989      0.000167141      
     218      4      -46.4254      -46.4229      0.000629259      0.00129555      0.000736524      0.000141194      
     219      4      -46.4185      -46.4181      0.000104062      0.00189692      0.00202841      0.000247556      
     220      4      -46.4404      -46.4405      3.07726e-05      0.00132865      0.00115819      0.000263752      
     221      4      -46.4099      -46.4098      1.57087e-05      0.00136854      0.00175957      0.000145127      
     222      4      -46.4415      -46.4403      0.000299565      0.000278781      0.000953404      0.000143143      
     223      4      -46.4379      -46.4377      3.8168e-05      0.00178475      0.00092618      0.000158356      
     224      4      -46.4179      -46.4165      0.00034325      0.000335831      0.000757366      9.56275e-05      
     225      4      -46.4408      -46.4403      0.000120466      0.00127281      0.000772539      0.000181494      
     226      4      -46.4398      -46.4384      0.000360226      0.000282129      0.000561202      5.37019e-05      
     227      4      -46.4405      -46.4389      0.000394752      0.00131223      0.00165088      0.000335964      
# GSF_110.xyz
|  config  |  # atoms  |  energy  | DFT energy | energy error |  force  | DFT force | force error |
     228      24      -279.069      -279.069      1.70262e-05      1.7816      1.75635      0.00524598      
     229      24      -279.788      -279.784      0.000149699      0.860773      0.905767      0.00700924      
     230      24      -279.89      -279.902      0.000482611      0.0769494      0.00156595      0.00385645      
     231      24      -279.581      -279.584      0.00015137      1.04713      1.03557      0.00701793      
     232      24      -279.788      -279.784      0.00015032      0.860771      0.90564      0.00700617      
     233      24      -279.302      -279.302      1.802e-05      1.78891      1.77197      0.00879457      
     234      24      -279.555      -279.556      2.74709e-05      1.44642      1.40563      0.0107464      
     235      24      -279.247      -279.247      1.45255e-05      0.512114      0.481396      0.00558225      
     236      24      -279.302      -279.302      1.78932e-05      1.78892      1.77195      0.00879569      
     237      24      -279.247      -279.247      1.44547e-05      0.512124      0.480948      0.00572126      
     238      24      -279.89      -279.896      0.000248154      0.0780254      0.0106055      0.0039132      
     239      24      -279.581      -279.584      0.000151774      1.04785      1.03584      0.0070823      
     240      24      -279.13      -279.124      0.000221784      1.78384      1.80955      0.0069107      
     241      24      -279.377      -279.379      8.33047e-05      0.925137      0.898269      0.00731915      
     242      24      -279.377      -279.379      8.3044e-05      0.924863      0.898081      0.00728071      
     243      24      -279.13      -279.124      0.00022175      1.78383      1.80952      0.00690478      
     244      24      -279.89      -279.902      0.000482611      0.0769494      0.00157037      0.00385579      
     245      24      -279.791      -279.793      8.39204e-05      0.796275      0.839261      0.00586843      
     246      24      -279.89      -279.896      0.000248154      0.0780254      0.0106024      0.00391292      
     247      24      -279.204      -279.206      0.000101317      0.0882639      0.00532652      0.00419466      
     248      24      -279.555      -279.556      2.73728e-05      1.44642      1.40563      0.010744      
     249      24      -279.791      -279.793      8.38567e-05      0.79629      0.839263      0.00586528      
# GSF_112.xyz
|  config  |  # atoms  |  energy  | DFT energy | energy error |  force  | DFT force | force error |
     250      30      -345.183      -345.176      0.000241727      1.12235      1.0574      0.013803      
     251      30      -346.371      -346.362      0.000324104      1.22589      1.22028      0.00862206      
     252      30      -345.794      -345.796      6.67606e-05      2.03664      2.11286      0.0156603      
     253      30      -345.166      -345.165      6.21168e-05      1.7801      1.76583      0.0126251      
     254      30      -346.585      -346.594      0.000284268      0.104068      0.0114887      0.00704552      
     255      30      -346.407      -346.396      0.000373276      1.01731      0.995468      0.00972696      
     256      30      -345.321      -345.319      6.1092e-05      1.72026      1.77204      0.0148656      
     257      30      -345.594      -345.595      2.45603e-05      1.53327      1.51601      0.0165189      
     258      30      -345.993      -345.986      0.00024635      1.40007      1.40625      0.0143409      
     259      30      -345.387      -345.384      8.37937e-05      0.945415      0.963574      0.012682      
     260      30      -346.585      -346.583      7.97671e-05      0.106258      0.0126741      0.00720877      
     261      30      -345.449      -345.452      0.000112707      2.74731      2.78772      0.0154875      
     262      30      -346.585      -346.594      0.000284267      0.104066      0.0114883      0.00704329      
     263      30      -345.279      -345.282      9.52393e-05      1.92144      1.87314      0.0130036      
     264      30      -345.928      -345.929      1.7698e-05      2.03222      2.10087      0.0146004      
     265      30      -345.111      -345.112      2.0424e-05      3.3687      3.35807      0.0147577      
     266      30      -346.363      -346.367      0.000154081      1.36621      1.3358      0.0107938      
     267      30      -346.585      -346.583      7.96622e-05      0.106329      0.0125474      0.00724272      
     268      30      -344.906      -344.914      0.000238668      3.37734      3.44183      0.0154604      
     269      30      -345.838      -345.837      5.26772e-05      1.62328      1.60877      0.0111724      
     270      30      -344.98      -344.984      0.000128095      2.5033      2.54263      0.0134763      
     271      30      -346.395      -346.394      3.61179e-05      1.18174      1.21168      0.0107899      
# Liquid.xyz
|  config  |  # atoms  |  energy  | DFT energy | energy error |  force  | DFT force | force error |
     272      100      -1105.67      -1105.6      0.000672441      31.1974      31.3985      0.164946      
     273      100      -1099.56      -1099.67      0.00117178      31.7379      32.0317      0.149667      
     274      100      -1121.37      -1121.32      0.000503276      20.4689      20.8108      0.142533      
# Surface.xyz
|  config  |  # atoms  |  energy  | DFT energy | energy error |  force  | DFT force | force error |
     275      24      -279.89      -279.912      0.000906563      0.0780261      0.00275309      0.0037045      
     276      48      -555.36      -555.359      2.0937e-06      0.0147712      0.00302063      0.000384381      
     277      40      -459.216      -459.216      5.77366e-06      5.0326      5.04614      0.00552379      
     278      40      -461.145      -461.144      1.13776e-05      0.0922014      0.00558274      0.00284656      
     279      24      -279.693      -279.635      0.00241567      1.604      1.2888      0.013526      
     280      30      -346.585      -346.593      0.000250975      0.104066      0.0084462      0.00692737      
     281      30      -345.745      -345.745      2.59586e-05      3.11006      3.12496      0.017294      
# Volume_A15.xyz
|  config  |  # atoms  |  energy  | DFT energy | energy error |  force  | DFT force | force error |
     282      8      -66.9924      -66.9907      0.000208964      1.35536e-13      0      1.79279e-14      
     283      8      -72.9578      -72.9578      4.40473e-06      9.99406e-13      0      1.55813e-13      
     284      8      -94.146      -94.1457      3.54668e-05      1.47163e-13      0      2.31088e-14      
     285      8      -94.5545      -94.5547      2.34596e-05      1.18351e-13      0      1.76714e-14      
     286      8      -79.4384      -79.4384      6.9237e-06      4.4645e-13      0      7.64139e-14      
     287      8      -69.627      -69.6278      0.000102397      8.39462e-14      0      1.42326e-14      
     288      8      -82.6041      -82.6049      0.000104396      7.77768e-14      0      1.12335e-14      
     289      8      14.8905      14.8905      2.6364e-08      4.33084e-12      0      7.11437e-13      
     290      8      -94.3673      -94.3676      3.39411e-05      7.02153e-14      0      8.83601e-15      
     291      8      -89.2482      -89.2482      3.63058e-06      9.954e-14      0      1.52621e-14      
     292      8      -87.2127      -87.212      9.38316e-05      1.06233e-13      0      1.45291e-14      
     293      8      -93.6697      -93.669      8.62047e-05      5.40123e-14      0      8.32408e-15      
     294      8      -7.98917      -7.98917      1.31631e-07      2.72638e-12      0      4.40817e-13      
     295      8      -84.9828      -84.9828      7.59112e-06      1.12369e-13      0      1.77953e-14      
     296      8      -92.536      -92.5364      4.13976e-05      7.1852e-14      0      1.1608e-14      
     297      8      -26.7761      -26.7761      2.45286e-07      1.74317e-12      0      3.06354e-13      
     298      8      -77.5448      -77.5441      8.08571e-05      1.12173e-13      0      1.42034e-14      
     299      8      -80.1143      -80.1142      5.40069e-06      9.78738e-14      0      1.46136e-14      
     300      8      -42.143      -42.143      3.91038e-07      1.03141e-12      0      1.62826e-13      
     301      8      -91.0403      -91.0407      4.06944e-05      1.06844e-13      0      1.54285e-14      
     302      8      -84.4992      -84.4992      7.05781e-06      3.89875e-13      0      5.25664e-14      
     303      8      -61.8254      -61.8252      2.97285e-05      7.9389e-14      0      1.30365e-14      
     304      8      -91.1569      -91.1569      7.53194e-06      1.18507e-13      0      2.10851e-14      
     305      8      -54.6587      -54.6587      9.08757e-07      1.72713e-12      0      2.80541e-13      
     306      8      -72.2767      -72.2773      6.92145e-05      9.57167e-14      0      1.59023e-14      
     307      8      -74.9236      -74.9233      3.29402e-05      1.4446e-13      0      2.34227e-14      
     308      8      -64.7981      -64.7981      2.17518e-06      4.83777e-13      0      8.16726e-14      
     309      8      -93.0482      -93.0483      2.15426e-05      1.22571e-13      0      1.62897e-14      
     310      8      -64.386      -64.387      0.000130234      1.61937e-13      0      1.89314e-14      
     311      8      -88.3529      -88.3529      2.4074e-06      2.99342e-13      0      4.43043e-14      
# Volume_BCC.xyz
|  config  |  # atoms  |  energy  | DFT energy | energy error |  force  | DFT force | force error |
     312      2      -16.7636      -16.7636      7.44193e-06      7.60731e-15      0      2.40144e-15      
     313      2      16.3141      16.3141      1.2677e-08      3.19828e-13      0      9.23428e-14      
     314      2      -21.2091      -21.2091      5.17876e-06      2.49818e-14      0      8.98296e-15      
     315      2      -15.7805      -15.7805      1.66913e-07      2.91033e-13      0      9.64308e-14      
     316      2      -19.0022      -19.0022      8.42552e-07      9.78095e-14      0      3.77169e-14      
     317      2      -22.6205      -22.6206      2.63309e-05      2.71943e-14      0      1.06171e-14      
     318      2      4.09688      4.09689      3.36872e-08      3.95796e-13      0      1.3795e-13      
     319      2      56.2628      56.2628      2.8583e-10      5.29671e-12      0      1.35144e-12      
     320      2      -22.5852      -22.5851      6.33853e-05      9.0322e-15      0      3.16414e-15      
     321      2      -21.7953      -21.7955      9.2284e-05      1.58254e-14      0      6.23922e-15      
