LAMMPS (16 Aug 2013)
Reading data file ...
  orthogonal box = (-160 -160 -40) to (160 160 280)
  2 by 2 by 2 MPI processor grid
  320 atoms
320 atoms in group sphere1
Using a lattice-Boltzmann grid of 80 by 80 by 81 total grid points. (../fix_lb_fluid.cpp:354)
1 rigid bodies with 320 atoms
-1.7446949e-17 1.1633684e-15 1.3454751e-15 -8.1761961e-17 8.6274519e-21 -2.8813382e-19 
-6.1945547e-19 3.3084189e-15 1.0867678e-15 -2.2167199e-16 -2.9999697e-19 1.5846641e-20 
1.7811164e-17 8.4505235e-15 4.4011439e-16 -5.4848673e-16 -3.3748547e-19 3.5408636e-20 
9.9580856e-18 1.9981537e-14 2.1425638e-16 -1.2545121e-15 -2.9135645e-19 2.5904446e-19 
3.2752755e-18 4.4091672e-14  8.18034e-18 -2.6886739e-15 -3.8580422e-19 3.9973682e-19 
1.7547738e-17 9.1734941e-14 -5.62415e-16 -5.4413442e-15 -1.4291007e-19 5.8453123e-19 
1.0801896e-17 1.8124196e-13 -1.1638841e-15 -1.0470345e-14 5.1657392e-19 1.1485626e-18 
6.632985e-18 3.4171727e-13 -1.425415e-15 -1.9257153e-14 1.3026995e-18 2.432017e-18 
-4.0770339e-18 6.1801888e-13 -1.3363486e-15 -3.4008823e-14 2.613107e-18 4.7235279e-18 
-1.1098023e-17 1.0770421e-12 -1.1614732e-15 -5.7898899e-14 4.4613212e-18 7.828166e-18 
-9.7712751e-18 1.8148853e-12 -1.1386567e-15 -9.5348886e-14 7.8803702e-18 1.274387e-17 
-1.7979369e-18 2.9658401e-12 -1.2907143e-15 -1.523454e-13 1.2964683e-17 2.0149608e-17 
2.1088248e-17 4.7128921e-12 -1.5922473e-15 -2.3678998e-13 2.0834459e-17 3.1527204e-17 
1.9996763e-17 7.2993848e-12 -1.9642747e-15 -3.5886673e-13 3.2160407e-17 4.8385385e-17 
2.4059755e-17 1.1042203e-11 -2.3378941e-15 -5.3142673e-13 4.928841e-17 7.2286996e-17 
1.4436483e-17 1.6345887e-11 -2.7310457e-15 -7.7036974e-13 7.2721634e-17 1.0562231e-16 
-1.1058251e-18 2.3717578e-11 -3.0564463e-15 -1.0950215e-12 1.0547215e-16 1.515461e-16 
-1.4825664e-17 3.3782758e-11 -3.3196107e-15 -1.5284898e-12 1.4993025e-16 2.1306341e-16 
-1.3940017e-17 4.7301287e-11 -3.6182193e-15 -2.0979872e-12 2.0936457e-16 2.942851e-16 
-7.895898e-18 6.5183106e-11 -4.109169e-15 -2.8351227e-12 2.8768775e-16 4.0027312e-16 
-7.1909055e-18 8.8504037e-11 -4.9961157e-15 -3.7761388e-12 3.8935808e-16 5.3698734e-16 
-2.6867674e-18 1.1852085e-10 -6.4993001e-15 -4.9621021e-12 5.1997357e-16 7.1000787e-16 
-4.5529719e-18 1.5668549e-10 -8.7727899e-15 -6.439036e-12 6.8396528e-16 9.2733549e-16 
-9.3097686e-18 2.0465809e-10 -1.1840271e-14 -8.2579924e-12 8.8946322e-16 1.1963999e-15 
1.5307933e-17 2.6431869e-10 -1.566458e-14 -1.0475065e-11 1.1433203e-15 1.5267365e-15 
2.3851476e-17 3.377774e-10 -2.0245855e-14 -1.3151347e-11 1.4541413e-15 1.927779e-15 
2.9071105e-17 4.2738274e-10 -2.5661736e-14 -1.6352822e-11 1.8302081e-15 2.4096023e-15 
4.8713891e-17 5.3572828e-10 -3.2104516e-14 -2.0150212e-11 2.2816814e-15 2.9846044e-15 
5.7160901e-17 6.656574e-10 -3.9701138e-14 -2.4618768e-11 2.8189811e-15 3.6651196e-15 
6.0681268e-17 8.2026591e-10 -4.8570855e-14 -2.9838019e-11 3.4532593e-15 4.4640893e-15 
7.3722927e-17 1.0029028e-09 -5.8775567e-14 -3.5891477e-11 4.1962615e-15 5.3952293e-15 
8.6037369e-17 1.2171691e-09 -7.0484588e-14 -4.2866317e-11 5.0613141e-15 6.4727136e-15 
1.0491122e-16 1.4669147e-09 -8.3854506e-14 -5.085302e-11 6.0606092e-15 7.712668e-15 
1.193634e-16 1.7562334e-09 -9.9062157e-14 -5.9944995e-11 7.2085408e-15 9.1312187e-15 
1.6043312e-16 2.0894565e-09 -1.1624555e-13 -7.0238193e-11 8.5192989e-15 1.0742766e-14 
2.1067681e-16 2.471144e-09 -1.3554816e-13 -8.1830697e-11 1.0007678e-14 1.2565399e-14 
2.509199e-16 2.9060754e-09 -1.570957e-13 -9.482232e-11 1.168915e-14 1.4615978e-14 
3.0995866e-16 3.3992381e-09 -1.8109813e-13 -1.0931419e-10 1.3578638e-14 1.6911975e-14 
3.5225673e-16 3.9558153e-09 -2.0773347e-13 -1.2540834e-10 1.5692298e-14 1.947062e-14 
4.0274558e-16 4.5811725e-09 -2.3719964e-13 -1.4320733e-10 1.8046558e-14 2.231025e-14 
4.6424601e-16 5.2808433e-09 -2.6968409e-13 -1.6281382e-10 2.0657036e-14 2.5448754e-14 
5.1863793e-16 6.0605144e-09 -3.0531756e-13 -1.8433023e-10 2.3540149e-14 2.8903779e-14 
5.9553452e-16 6.9260095e-09 -3.4420091e-13 -2.0785837e-10 2.6712525e-14 3.2693099e-14 
6.8646697e-16 7.8832736e-09 -3.8644072e-13 -2.3349909e-10 3.0190182e-14 3.6834851e-14 
7.6125167e-16 8.9383564e-09 -4.3218211e-13 -2.6135197e-10 3.3988797e-14 4.1346648e-14 
8.5628562e-16 1.0097395e-08 -4.8152496e-13 -2.9151502e-10 3.8125286e-14 4.6245413e-14 
9.6507709e-16 1.1366599e-08 -5.3464253e-13 -3.2408438e-10 4.2614984e-14 5.1548828e-14 
1.074354e-15 1.2752231e-08 -5.9177514e-13 -3.5915408e-10 4.7473644e-14 5.7273098e-14 
1.1988369e-15 1.4260591e-08 -6.5312519e-13 -3.9681582e-10 5.2717282e-14 6.343543e-14 
1.3344748e-15 1.5898002e-08 -7.1890853e-13 -4.3715873e-10 5.8360429e-14 7.005115e-14 
1.4893009e-15 1.7670791e-08 -7.8921751e-13 -4.8026919e-10 6.4418086e-14 7.7136133e-14 
1.6361605e-15 1.9585276e-08 -8.6418225e-13 -5.2623066e-10 7.0903518e-14 8.4705468e-14 
1.8005799e-15 2.1647748e-08 -9.438669e-13 -5.7512355e-10 7.7831618e-14 9.2773537e-14 
1.9792245e-15 2.3864458e-08 -1.0283481e-12 -6.2702505e-10 8.5215506e-14 1.0135441e-13 
2.1686369e-15 2.6241604e-08 -1.1176973e-12 -6.8200909e-10 9.306827e-14 1.1046127e-13 
2.3588783e-15 2.8785313e-08 -1.2119702e-12 -7.4014616e-10 1.0140242e-13 1.2010719e-13 
2.5688185e-15 3.1501634e-08 -1.3112136e-12 -8.0150333e-10 1.1022944e-13 1.3030463e-13 
2.8007496e-15 3.4396523e-08 -1.4155345e-12 -8.6614415e-10 1.195617e-13 1.4106502e-13 
3.0374764e-15 3.747583e-08 -1.5249682e-12 -9.3412859e-10 1.2940916e-13 1.5239909e-13 
3.2968112e-15 4.074529e-08 -1.6395718e-12 -1.0055131e-09 1.3978257e-13 1.6431759e-13 
3.5698319e-15 4.4210513e-08 -1.7593942e-12 -1.0803504e-09 1.5069173e-13 1.7683009e-13 
3.8677425e-15 4.7876976e-08 -1.8844614e-12 -1.1586898e-09 1.6214514e-13 1.8994579e-13 
4.1861807e-15 5.175001e-08 -2.0148188e-12 -1.240577e-09 1.7415258e-13 2.0367293e-13 
4.5258841e-15 5.5834796e-08 -2.1504856e-12 -1.3260541e-09 1.867211e-13 2.1801932e-13 
4.8842474e-15 6.0136357e-08 -2.2915001e-12 -1.4151595e-09 1.9985852e-13 2.3299219e-13 
5.2712888e-15 6.4659551e-08 -2.4379044e-12 -1.5079286e-09 2.1357198e-13 2.4859847e-13 
5.6790497e-15 6.9409066e-08 -2.5897017e-12 -1.6043928e-09 2.2786815e-13 2.6484352e-13 
6.112135e-15 7.4389414e-08 -2.7468932e-12 -1.7045806e-09 2.4275247e-13 2.8173315e-13 
6.5737448e-15 7.9604925e-08 -2.9094946e-12 -1.8085169e-09 2.5822973e-13 2.9927207e-13 
7.0560472e-15 8.5059749e-08 -3.0774932e-12 -1.9162236e-09 2.7430543e-13 3.1746391e-13 
7.5750376e-15 9.0757844e-08 -3.250863e-12 -2.0277191e-09 2.9098352e-13 3.3631279e-13 
8.1197203e-15 9.6702982e-08 -3.429545e-12 -2.143019e-09 3.0826753e-13 3.5582135e-13 
8.6997839e-15 1.0289874e-07 -3.6135251e-12 -2.2621358e-09 3.2616073e-13  3.75992e-13 
9.3153217e-15 1.0934851e-07 -3.8027748e-12 -2.385079e-09 3.446654e-13 3.968266e-13 
9.9639635e-15 1.1605547e-07 -3.9973101e-12 -2.5118554e-09 3.6378446e-13 4.1832705e-13 
1.0670266e-14 1.2302262e-07 -4.197169e-12 -2.6424688e-09 3.8351944e-13 4.4049376e-13 
1.1398359e-14 1.3025277e-07 -4.4023128e-12 -2.7769206e-09 4.0387139e-13 4.6332769e-13 
1.2186166e-14 1.3774851e-07 -4.6127413e-12 -2.9152095e-09 4.2484077e-13 4.8682834e-13 
1.3016373e-14 1.4551225e-07 -4.8284396e-12 -3.0573316e-09 4.4642863e-13 5.1099501e-13 
1.3880661e-14 1.5354622e-07 -5.0493454e-12 -3.2032808e-09 4.6863485e-13 5.3582728e-13 
1.4787994e-14 1.6185244e-07 -5.275412e-12 -3.3530485e-09 4.9145877e-13 5.6132354e-13 
1.5746367e-14 1.7043275e-07 -5.506606e-12 -3.5066241e-09 5.1489941e-13 5.8748176e-13 
1.675597e-14 1.7928878e-07 -5.7428147e-12 -3.6639945e-09 5.3895582e-13 6.1430029e-13 
1.7839686e-14  1.88422e-07 -5.9839865e-12 -3.825145e-09 5.6362636e-13 6.4177587e-13 
1.8963796e-14 1.978337e-07 -6.2300561e-12 -3.9900586e-09 5.8890912e-13 6.6990635e-13 
 2.01365e-14 2.0752496e-07 -6.4809146e-12 -4.1587165e-09 6.1480156e-13 6.9868842e-13 
2.1359156e-14 2.1749671e-07 -6.7365235e-12 -4.3310982e-09 6.4130146e-13 7.2811816e-13 
2.2668726e-14 2.277497e-07 -6.9967921e-12 -4.5071815e-09 6.6840606e-13 7.5819161e-13 
2.4027332e-14 2.3828449e-07 -7.2616451e-12 -4.6869425e-09 6.9611193e-13 7.8890523e-13 
2.5453166e-14 2.4910151e-07 -7.530998e-12 -4.8703556e-09 7.2441524e-13 8.2025417e-13 
2.6950901e-14 2.6020098e-07 -7.8048091e-12 -5.0573942e-09 7.5331294e-13 8.5223381e-13 
2.850871e-14 2.7158301e-07 -8.0829775e-12 -5.2480297e-09 7.8280018e-13 8.8483863e-13 
3.0147254e-14 2.8324751e-07 -8.3654559e-12 -5.4422327e-09 8.1287388e-13 9.1806424e-13 
3.1851505e-14 2.9519426e-07 -8.6521757e-12 -5.6399722e-09 8.4352878e-13 9.5190504e-13 
3.3607736e-14 3.074229e-07 -8.9430369e-12 -5.8412163e-09 8.7476116e-13 9.8635513e-13 
3.5460248e-14 3.1993291e-07 -9.2379771e-12 -6.0459317e-09 9.0656538e-13 1.0214089e-12 
3.7389819e-14 3.3272363e-07 -9.5369223e-12 -6.2540844e-09 9.3893635e-13 1.0570603e-12 
3.9378822e-14 3.4579429e-07 -9.8397842e-12 -6.4656392e-09 9.718685e-13 1.093303e-12 
4.1465301e-14 3.5914395e-07 -1.0146464e-11 -6.6805599e-09 1.0053575e-12 1.1301305e-12 
4.3627857e-14 3.7277157e-07 -1.0456884e-11 -6.8988097e-09 1.0393965e-12 1.1675364e-12 
4.5884394e-14 3.8667598e-07 -1.0770959e-11 -7.1203509e-09 1.073981e-12 1.2055148e-12 
4.8221057e-14 4.008559e-07 -1.1088632e-11 -7.3451449e-09 1.1091039e-12 1.244058e-12 
5.0648689e-14 4.1530992e-07 -1.1409832e-11 -7.5731528e-09 1.1447602e-12 1.2831596e-12 
5.3148788e-14 4.3003653e-07 -1.173451e-11 -7.8043346e-09 1.1809434e-12 1.322812e-12 
5.5740302e-14 4.4503411e-07 -1.2062619e-11 -8.0386501e-09 1.2176471e-12 1.3630085e-12 
5.8427986e-14 4.6030095e-07 -1.2394099e-11 -8.2760584e-09 1.2548655e-12 1.4037419e-12 
6.121887e-14 4.7583523e-07 -1.2728874e-11 -8.5165181e-09 1.2925916e-12 1.4450048e-12 
6.4084164e-14 4.9163505e-07 -1.3066863e-11 -8.7599875e-09 1.3308187e-12 1.4867902e-12 
6.7047512e-14 5.0769839e-07 -1.3408017e-11 -9.0064243e-09 1.3695409e-12 1.5290904e-12 
7.0101183e-14 5.2402318e-07 -1.3752225e-11 -9.2557861e-09 1.408751e-12 1.5718977e-12 
7.3254465e-14 5.4060726e-07 -1.4099428e-11 -9.5080299e-09 1.4484425e-12 1.6152051e-12 
7.650118e-14 5.5744837e-07 -1.4449527e-11 -9.7631127e-09 1.4886085e-12 1.6590041e-12 
7.9849867e-14 5.7454421e-07 -1.4802419e-11 -1.0020991e-08 1.5292421e-12 1.7032879e-12 
8.3301004e-14 5.9189239e-07 -1.5158012e-11 -1.0281622e-08 1.5703364e-12 1.7480488e-12 
8.6857116e-14 6.0949044e-07 -1.5516238e-11 -1.054496e-08 1.6118844e-12 1.7932786e-12 
9.0517032e-14 6.2733587e-07 -1.5877006e-11 -1.0810964e-08 1.6538791e-12 1.8389703e-12 
9.4274721e-14 6.4542608e-07 -1.6240239e-11 -1.1079588e-08 1.6963137e-12 1.8851154e-12 
9.8130971e-14 6.6375845e-07 -1.6605858e-11 -1.1350788e-08 1.7391806e-12 1.9317067e-12 
1.0208739e-13 6.823303e-07 -1.697378e-11 -1.1624521e-08 1.7824729e-12 1.9787359e-12 
1.0616848e-13 7.0113889e-07 -1.7343933e-11 -1.1900742e-08 1.8261847e-12 2.026196e-12 
1.1033254e-13 7.2018144e-07 -1.7716257e-11 -1.2179408e-08 1.8703075e-12 2.0740788e-12 
1.1462119e-13 7.3945512e-07 -1.8090683e-11 -1.2460474e-08 1.9148346e-12 2.1223769e-12 
1.1901387e-13 7.5895708e-07 -1.8467117e-11 -1.2743896e-08 1.959759e-12 2.1710822e-12 
1.2349847e-13 7.7868441e-07 -1.8845499e-11 -1.3029631e-08 2.0050734e-12 2.2201871e-12 
1.2808993e-13 7.9863417e-07 -1.9225758e-11 -1.3317635e-08 2.0507711e-12 2.2696842e-12 
1.3279279e-13 8.1880341e-07 -1.9607823e-11 -1.3607863e-08 2.0968449e-12 2.3195662e-12 
1.3760774e-13 8.3918912e-07 -1.9991622e-11 -1.3900273e-08 2.1432875e-12 2.3698244e-12 
1.4253714e-13 8.5978828e-07 -2.0377089e-11 -1.4194822e-08 2.1900922e-12 2.4204516e-12 
1.475784e-13 8.8059784e-07 -2.0764153e-11 -1.4491465e-08 2.2372519e-12 2.471441e-12 
1.527168e-13 9.0161475e-07 -2.1152752e-11 -1.4790161e-08 2.2847595e-12 2.522784e-12 
1.5797699e-13 9.228359e-07 -2.1542829e-11 -1.5090865e-08 2.3326077e-12 2.5744736e-12 
1.6334279e-13 9.442582e-07 -2.1934373e-11 -1.5393537e-08 2.3807903e-12 2.6265024e-12 
1.6880598e-13 9.6587854e-07 -2.2327326e-11 -1.5698133e-08 2.4292999e-12 2.6788633e-12 
1.7439722e-13 9.8769377e-07 -2.272164e-11 -1.6004611e-08 2.4781301e-12 2.7315483e-12 
1.801013e-13 1.0097008e-06 -2.3117275e-11 -1.6312931e-08 2.5272733e-12 2.7845507e-12 
1.8591151e-13 1.0318964e-06 -2.3514136e-11 -1.6623049e-08 2.5767235e-12 2.837863e-12 
1.9182086e-13 1.0542774e-06 -2.3912186e-11 -1.6934925e-08 2.6264737e-12 2.8914782e-12 
1.9783861e-13 1.0768408e-06 -2.4311369e-11 -1.7248519e-08 2.676517e-12 2.9453892e-12 
2.0398311e-13 1.0995833e-06 -2.4711626e-11 -1.7563788e-08 2.7268471e-12 2.9995888e-12 
2.1022472e-13 1.1225018e-06 -2.5112908e-11 -1.7880695e-08 2.777457e-12 3.0540697e-12 
2.1658246e-13 1.145593e-06 -2.5515108e-11 -1.8199197e-08 2.8283403e-12 3.1088247e-12 
2.2304718e-13 1.168854e-06 -2.5918195e-11 -1.8519256e-08 2.8794905e-12 3.1638473e-12 
2.2962415e-13 1.1922814e-06 -2.6322103e-11 -1.8840832e-08 2.9309008e-12 3.2191312e-12 
2.3631005e-13 1.2158722e-06 -2.672676e-11 -1.9163887e-08 2.9825653e-12 3.2746695e-12 
2.4311559e-13 1.2396231e-06 -2.7132122e-11 -1.9488381e-08 3.0344778e-12 3.3304548e-12 
2.5001572e-13 1.2635311e-06 -2.7538087e-11 -1.9814278e-08 3.0866316e-12 3.3864808e-12 
2.5703565e-13 1.2875931e-06 -2.7944624e-11 -2.0141538e-08 3.1390206e-12 3.4427409e-12 
2.6415718e-13 1.3118058e-06 -2.8351703e-11 -2.0470124e-08 3.1916385e-12 3.4992291e-12 
2.7137554e-13 1.3361663e-06 -2.875927e-11 -2.0799999e-08 3.2444793e-12 3.5559375e-12 
2.7870835e-13 1.3606714e-06 -2.916726e-11 -2.1131127e-08 3.2975369e-12 3.6128611e-12 
2.8616918e-13 1.3853181e-06 -2.9575639e-11 -2.1463471e-08 3.3508049e-12 3.6699937e-12 
2.9372519e-13 1.4101032e-06 -2.9984337e-11 -2.1796995e-08 3.4042781e-12 3.7273279e-12 
3.0137046e-13 1.4350237e-06 -3.0393311e-11 -2.2131664e-08 3.4579501e-12 3.7848585e-12 
3.0914727e-13 1.4600766e-06 -3.0802536e-11 -2.2467442e-08 3.511815e-12 3.842579e-12 
3.1701331e-13 1.4852589e-06 -3.1211942e-11 -2.2804295e-08 3.5658676e-12 3.9004832e-12 
3.2497813e-13 1.5105676e-06 -3.1621489e-11 -2.3142187e-08 3.6201016e-12 3.9585655e-12 
3.330621e-13 1.5359997e-06 -3.2031166e-11 -2.3481086e-08 3.6745119e-12 4.0168197e-12 
3.4124024e-13 1.5615523e-06 -3.2440925e-11 -2.3820958e-08 3.7290926e-12 4.0752404e-12 
3.4953048e-13 1.5872223e-06 -3.2850717e-11 -2.4161768e-08 3.7838381e-12 4.1338218e-12 
3.5793554e-13 1.613007e-06 -3.326052e-11 -2.4503486e-08 3.8387431e-12 4.1925578e-12 
3.6640888e-13 1.6389034e-06 -3.3670293e-11 -2.4846077e-08 3.8938023e-12 4.2514433e-12 
3.7500731e-13 1.6649086e-06 -3.4080038e-11 -2.518951e-08 3.9490103e-12 4.3104725e-12 
3.8369968e-13 1.6910198e-06 -3.4489727e-11 -2.5533754e-08 4.0043619e-12 4.3696397e-12 
3.9249666e-13 1.7172342e-06 -3.4899305e-11 -2.5878778e-08 4.0598519e-12 4.4289398e-12 
4.0138893e-13 1.743549e-06 -3.5308744e-11 -2.6224549e-08 4.1154751e-12 4.4883672e-12 
4.1037423e-13 1.7699613e-06 -3.5718011e-11 -2.6571039e-08 4.1712266e-12 4.5479173e-12 
4.1945063e-13 1.7964685e-06 -3.612709e-11 -2.6918216e-08 4.227101e-12 4.6075844e-12 
 4.28635e-13 1.8230678e-06 -3.6535913e-11 -2.7266052e-08 4.2830937e-12 4.6673632e-12 
4.3791859e-13 1.8497566e-06 -3.6944433e-11 -2.7614517e-08 4.3391997e-12 4.7272492e-12 
4.4729586e-13 1.876532e-06 -3.7352613e-11 -2.7963582e-08 4.3954143e-12 4.7872368e-12 
4.5676598e-13 1.9033916e-06 -3.7760412e-11 -2.8313219e-08 4.4517325e-12 4.847321e-12 
4.6633746e-13 1.9303327e-06 -3.8167803e-11 -2.86634e-08 4.5081504e-12 4.9074979e-12 
4.7598615e-13 1.9573526e-06 -3.8574732e-11 -2.9014096e-08 4.5646625e-12 4.9677618e-12 
4.8574734e-13 1.9844489e-06 -3.8981179e-11 -2.9365282e-08 4.6212649e-12 5.0281085e-12 
4.9559114e-13 2.0116189e-06 -3.93871e-11 -2.9716929e-08 4.6779524e-12 5.0885334e-12 
5.0552411e-13 2.0388603e-06 -3.9792451e-11 -3.0069012e-08 4.7347211e-12 5.1490314e-12 
5.1555454e-13 2.0661704e-06 -4.0197203e-11 -3.0421503e-08 4.7915664e-12 5.2095987e-12 
5.2566139e-13 2.0935468e-06 -4.0601329e-11 -3.0774378e-08 4.848484e-12 5.2702304e-12 
5.3585362e-13 2.1209871e-06 -4.1004823e-11 -3.1127612e-08 4.9054701e-12 5.3309221e-12 
5.4614508e-13 2.148489e-06 -4.1407634e-11 -3.1481178e-08 4.9625198e-12  5.39167e-12 
5.5651895e-13 2.1760499e-06 -4.1809741e-11 -3.1835052e-08 5.0196294e-12 5.4524692e-12 
5.6697416e-13 2.2036677e-06 -4.2211097e-11 -3.2189211e-08 5.0767949e-12 5.5133163e-12 
5.7751655e-13 2.2313399e-06 -4.2611697e-11 -3.2543629e-08 5.1340123e-12 5.5742061e-12 
5.8814607e-13 2.2590643e-06 -4.30115e-11 -3.2898285e-08 5.1912774e-12 5.6351352e-12 
5.9885355e-13 2.2868385e-06 -4.3410505e-11 -3.3253153e-08 5.2485862e-12 5.6960996e-12 
6.0964883e-13 2.3146605e-06 -4.3808694e-11 -3.3608213e-08 5.3059357e-12 5.7570952e-12 
6.2053247e-13 2.342528e-06 -4.420606e-11 -3.396344e-08 5.3633214e-12 5.8181181e-12 
6.3148386e-13 2.3704387e-06 -4.4602559e-11 -3.4318813e-08 5.4207393e-12 5.879165e-12 
6.4251971e-13 2.3983907e-06 -4.4998186e-11 -3.4674311e-08 5.4781866e-12 5.9402314e-12 
6.5363015e-13 2.4263816e-06 -4.5392934e-11 -3.5029911e-08 5.5356592e-12 6.0013144e-12 
6.648171e-13 2.4544095e-06 -4.5786786e-11 -3.5385593e-08 5.5931534e-12 6.0624103e-12 
6.7609169e-13 2.4824723e-06 -4.6179729e-11 -3.5741335e-08 5.6506662e-12 6.1235146e-12 
6.8742875e-13 2.5105679e-06 -4.6571767e-11 -3.6097118e-08 5.708194e-12 6.1846246e-12 
6.9884871e-13 2.5386943e-06 -4.6962858e-11 -3.6452921e-08 5.7657334e-12 6.2457363e-12 
7.1033886e-13 2.5668496e-06 -4.7352956e-11 -3.6808725e-08 5.823281e-12 6.3068472e-12 
7.2190886e-13 2.5950318e-06 -4.7742086e-11 -3.716451e-08 5.8808334e-12 6.3679531e-12 
7.3353672e-13 2.6232389e-06 -4.813019e-11 -3.7520257e-08 5.9383879e-12 6.4290516e-12 
7.4523379e-13 2.6514692e-06 -4.8517232e-11 -3.7875947e-08 5.9959407e-12 6.4901383e-12 
7.5700559e-13 2.6797206e-06 -4.8903235e-11 -3.8231562e-08 6.0534894e-12 6.5512109e-12 
7.6885775e-13 2.7079914e-06 -4.9288128e-11 -3.8587083e-08 6.1110303e-12 6.6122661e-12 
7.8077607e-13 2.7362797e-06 -4.9671895e-11 -3.8942493e-08 6.1685606e-12 6.6733004e-12 
7.9276435e-13 2.7645838e-06 -5.005452e-11 -3.9297773e-08 6.2260775e-12 6.734311e-12 
8.0481468e-13 2.7929018e-06 -5.0435991e-11 -3.9652908e-08 6.2835781e-12 6.7952952e-12 
8.1692868e-13 2.8212321e-06 -5.0816274e-11 -4.0007879e-08 6.3410592e-12 6.8562505e-12 
8.291075e-13 2.8495729e-06 -5.1195378e-11 -4.0362671e-08 6.3985186e-12 6.9171731e-12 
8.4135885e-13 2.8779225e-06 -5.1573262e-11 -4.0717266e-08 6.4559529e-12 6.9780603e-12 
8.5365962e-13 2.9062793e-06 -5.1949904e-11 -4.107165e-08 6.5133598e-12  7.03891e-12 
 8.66028e-13 2.9346416e-06 -5.232529e-11 -4.1425804e-08 6.5707362e-12 7.0997189e-12 
8.7845875e-13 2.9630079e-06 -5.2699411e-11 -4.1779716e-08 6.6280802e-12 7.1604843e-12 
8.9094487e-13 2.9913765e-06 -5.3072251e-11 -4.2133368e-08 6.6853881e-12 7.2212043e-12 
9.0349085e-13 3.0197459e-06 -5.3443804e-11 -4.2486747e-08 6.7426582e-12 7.2818757e-12 
9.1609997e-13 3.0481145e-06 -5.3814052e-11 -4.2839836e-08 6.7998884e-12 7.3424964e-12 
9.2876555e-13 3.0764809e-06 -5.4183006e-11 -4.3192623e-08 6.8570755e-12 7.4030635e-12 
9.4149106e-13 3.1048435e-06 -5.4550632e-11 -4.3545093e-08 6.9142176e-12 7.463575e-12 
9.5427253e-13 3.1332009e-06 -5.491694e-11 -4.3897232e-08 6.9713118e-12 7.5240279e-12 
9.6710853e-13 3.1615516e-06 -5.5281926e-11 -4.4249026e-08 7.0283565e-12 7.5844206e-12 
9.8000199e-13 3.1898942e-06 -5.5645573e-11 -4.4600462e-08 7.0853488e-12 7.6447503e-12 
9.9293179e-13 3.2182274e-06 -5.6007889e-11 -4.4951526e-08 7.1422865e-12 7.7050148e-12 
1.0059214e-12 3.2465497e-06 -5.6368864e-11 -4.5302206e-08 7.1991679e-12 7.7652123e-12 
1.0189601e-12 3.2748599e-06 -5.6728497e-11 -4.565249e-08 7.2559905e-12  7.82534e-12 
1.0320517e-12 3.3031565e-06 -5.7086783e-11 -4.6002364e-08 7.312752e-12 7.885396e-12 
1.0452013e-12 3.3314383e-06 -5.7443717e-11 -4.6351818e-08 7.3694508e-12 7.9453785e-12 
