############################################################
# group name of the atoms under study      : all
# total number of atoms in the group       : 512
# dimension of the system                  : 3 D
# number of atoms per unit cell            : 1
# dimension of the FFT mesh                : 8 x 8 x 8
# number of wait steps before measurement  : 500000
# frequency of GFC measurement             : 10
# output result after this many measurement: 50000
# number of processors used by this run    : 2
############################################################
# mapping information between lattice index and atom id
# nx ny nz nucell
8 8 8 1
# l1 l2 l3 k atom_id
3 2 3 0 212
3 2 4 0 276
3 2 5 0 340
3 2 6 0 404
3 2 7 0 468
3 3 0 0 28
3 3 1 0 92
3 3 2 0 156
3 3 3 0 220
3 3 4 0 284
3 3 5 0 348
3 3 6 0 412
3 3 7 0 476
3 4 0 0 36
3 4 1 0 100
3 4 2 0 164
3 4 3 0 228
3 4 4 0 292
3 4 5 0 356
3 4 6 0 420
3 4 7 0 484
3 5 0 0 44
3 5 1 0 108
3 5 2 0 172
3 5 3 0 236
3 5 4 0 300
3 5 5 0 364
3 5 6 0 428
3 5 7 0 492
3 6 0 0 52
3 6 1 0 116
3 6 2 0 180
3 6 3 0 244
3 6 4 0 308
3 6 5 0 372
3 6 6 0 436
3 6 7 0 500
3 7 0 0 60
3 7 1 0 124
3 7 2 0 188
3 7 3 0 252
3 7 4 0 316
3 7 5 0 380
3 7 6 0 444
3 7 7 0 508
4 0 0 0 5
4 0 1 0 69
4 0 2 0 133
4 0 3 0 197
4 0 4 0 261
4 0 5 0 325
4 0 6 0 389
4 0 7 0 453
4 1 0 0 13
4 1 1 0 77
4 1 2 0 141
4 1 3 0 205
4 1 4 0 269
4 1 5 0 333
4 1 6 0 397
4 1 7 0 461
4 2 0 0 21
4 2 1 0 85
4 2 2 0 149
4 2 3 0 213
4 2 4 0 277
4 2 5 0 341
4 2 6 0 405
4 2 7 0 469
4 3 0 0 29
4 3 1 0 93
4 3 2 0 157
4 3 3 0 221
4 3 4 0 285
4 3 5 0 349
4 3 6 0 413
4 3 7 0 477
4 4 0 0 37
4 4 1 0 101
4 4 2 0 165
4 4 3 0 229
4 4 4 0 293
4 4 5 0 357
4 4 6 0 421
4 4 7 0 485
4 5 0 0 45
4 5 1 0 109
4 5 2 0 173
4 5 3 0 237
4 5 4 0 301
4 5 5 0 365
4 5 6 0 429
4 5 7 0 493
4 6 0 0 53
4 6 1 0 117
4 6 2 0 181
4 6 3 0 245
4 6 4 0 309
4 6 5 0 373
4 6 6 0 437
4 6 7 0 501
4 7 0 0 61
4 7 1 0 125
4 7 2 0 189
4 7 3 0 253
4 7 4 0 317
4 7 5 0 381
4 7 6 0 445
4 7 7 0 509
5 0 0 0 6
5 0 1 0 70
5 0 2 0 134
5 0 3 0 198
5 0 4 0 262
5 0 5 0 326
5 0 6 0 390
5 0 7 0 454
5 1 0 0 14
5 1 1 0 78
5 1 2 0 142
5 1 3 0 206
5 1 4 0 270
5 1 5 0 334
5 1 6 0 398
5 1 7 0 462
5 2 0 0 22
5 2 1 0 86
5 2 2 0 150
5 2 3 0 214
5 2 4 0 278
5 2 5 0 342
5 2 6 0 406
5 2 7 0 470
5 3 0 0 30
5 3 1 0 94
5 3 2 0 158
5 3 3 0 222
5 3 4 0 286
5 3 5 0 350
5 3 6 0 414
5 3 7 0 478
5 4 0 0 38
5 4 1 0 102
5 4 2 0 166
5 4 3 0 230
5 4 4 0 294
5 4 5 0 358
5 4 6 0 422
5 4 7 0 486
5 5 0 0 46
5 5 1 0 110
5 5 2 0 174
5 5 3 0 238
5 5 4 0 302
5 5 5 0 366
5 5 6 0 430
5 5 7 0 494
5 6 0 0 54
5 6 1 0 118
5 6 2 0 182
5 6 3 0 246
5 6 4 0 310
5 6 5 0 374
5 6 6 0 438
5 6 7 0 502
5 7 0 0 62
5 7 1 0 126
5 7 2 0 190
5 7 3 0 254
5 7 4 0 318
5 7 5 0 382
5 7 6 0 446
5 7 7 0 510
6 0 0 0 7
6 0 1 0 71
6 0 2 0 135
6 0 3 0 199
6 0 4 0 263
6 0 5 0 327
6 0 6 0 391
6 0 7 0 455
6 1 0 0 15
6 1 1 0 79
6 1 2 0 143
6 1 3 0 207
6 1 4 0 271
6 1 5 0 335
6 1 6 0 399
6 1 7 0 463
6 2 0 0 23
6 2 1 0 87
6 2 2 0 151
6 2 3 0 215
6 2 4 0 279
6 2 5 0 343
6 2 6 0 407
6 2 7 0 471
6 3 0 0 31
6 3 1 0 95
6 3 2 0 159
6 3 3 0 223
6 3 4 0 287
6 3 5 0 351
6 3 6 0 415
6 3 7 0 479
6 4 0 0 39
6 4 1 0 103
6 4 2 0 167
6 4 3 0 231
6 4 4 0 295
6 4 5 0 359
6 4 6 0 423
6 4 7 0 487
6 5 0 0 47
6 5 1 0 111
6 5 2 0 175
6 5 3 0 239
6 5 4 0 303
6 5 5 0 367
6 5 6 0 431
6 5 7 0 495
6 6 0 0 55
6 6 1 0 119
6 6 2 0 183
6 6 3 0 247
6 6 4 0 311
6 6 5 0 375
6 6 6 0 439
6 6 7 0 503
6 7 0 0 63
6 7 1 0 127
6 7 2 0 191
6 7 3 0 255
6 7 4 0 319
6 7 5 0 383
6 7 6 0 447
6 7 7 0 511
7 0 0 0 8
7 0 1 0 72
7 0 2 0 136
7 0 3 0 200
7 0 4 0 264
7 0 5 0 328
7 0 6 0 392
7 0 7 0 456
7 1 0 0 16
7 1 1 0 80
7 1 2 0 144
7 1 3 0 208
7 1 4 0 272
7 1 5 0 336
7 1 6 0 400
7 1 7 0 464
7 2 0 0 24
7 2 1 0 88
7 2 2 0 152
7 2 3 0 216
7 2 4 0 280
7 2 5 0 344
7 2 6 0 408
7 2 7 0 472
7 3 0 0 32
7 3 1 0 96
7 3 2 0 160
7 3 3 0 224
7 3 4 0 288
7 3 5 0 352
7 3 6 0 416
7 3 7 0 480
7 4 0 0 40
7 4 1 0 104
7 4 2 0 168
7 4 3 0 232
7 4 4 0 296
7 4 5 0 360
7 4 6 0 424
7 4 7 0 488
7 5 0 0 48
7 5 1 0 112
7 5 2 0 176
7 5 3 0 240
7 5 4 0 304
7 5 5 0 368
7 5 6 0 432
7 5 7 0 496
7 6 0 0 56
7 6 1 0 120
7 6 2 0 184
7 6 3 0 248
7 6 4 0 312
7 6 5 0 376
7 6 6 0 440
7 6 7 0 504
7 7 0 0 64
7 7 1 0 128
7 7 2 0 192
7 7 3 0 256
7 7 4 0 320
7 7 5 0 384
7 7 6 0 448
7 7 7 0 512
############################################################
############################################################
# Current time step                      : 1000000
# Total number of measurements           : 50000
# Average temperature of the measurement : 299.373
# Boltzmann constant under current units : 8.61734e-05
# basis vector A1 = [2.56873 0 0]
# basis vector A2 = [1.28436 2.22458 0]
# basis vector A3 = [1.28436 0.741528 2.09736]
############################################################
# qx	 qy 	 qz 		 Phi(q)
0 0 0 0 0 0 0 0 0 0 -0 0 0 0 -0 0 0 0 0 0 0
0 0 0.125 0.0054726 0 -0.000108041 -0.000301136 -7.11854e-05 -3.20537e-05 -0.000108041 0.000301136 0.00537636 0 -2.74576e-06 3.97186e-06 -7.11854e-05 3.20537e-05 -2.74576e-06 -3.97186e-06 0.0346936 -7.72594e-23
0 0 0.25 0.0189319 0 0.000365892 0.000315374 -0.000210593 -3.31847e-05 0.000365892 -0.000315374 0.0177221 2.74504e-24 -0.000206003 -8.94835e-06 -0.000210593 3.31847e-05 -0.000206003 8.94835e-06 0.115833 -2.73405e-23
0 0 0.375 0.0331331 5.51329e-24 -0.00119026 0.00178799 -0.000107226 -3.42646e-05 -0.00119026 -0.00178799 0.0335199 0 -0.000227698 9.41757e-05 -0.000107226 3.42646e-05 -0.000227698 -9.41757e-05 0.189553 7.32154e-23
0 0 0.5 0.0361193 0 -0.000924398 0 -0.000532336 0 -0.000924398 0 0.0389766 0 -8.89821e-05 0 -0.000532336 0 -8.89821e-05 0 0.222205 0
0 0 0.625 0.0331331 -5.51329e-24 -0.00119026 -0.00178799 -0.000107226 3.42646e-05 -0.00119026 0.00178799 0.0335199 0 -0.000227698 -9.41757e-05 -0.000107226 -3.42646e-05 -0.000227698 9.41757e-05 0.189553 -7.32154e-23
0 0 0.75 0.0189319 0 0.000365892 -0.000315374 -0.000210593 3.31847e-05 0.000365892 0.000315374 0.0177221 -2.74504e-24 -0.000206003 8.94835e-06 -0.000210593 -3.31847e-05 -0.000206003 -8.94835e-06 0.115833 2.73405e-23
0 0 0.875 0.0054726 0 -0.000108041 0.000301136 -7.11854e-05 3.20537e-05 -0.000108041 -0.000301136 0.00537636 0 -2.74576e-06 -3.97186e-06 -7.11854e-05 -3.20537e-05 -2.74576e-06 3.97186e-06 0.0346936 7.72594e-23
0 0.125 0 0.00553493 0 6.3806e-05 -0.000101618 0.000277252 -0.000109281 6.3806e-05 0.000101618 0.0335569 -2.35454e-21 -0.0101665 -4.95153e-06 0.000277252 0.000109281 -0.0101665 4.95153e-06 0.00850543 -3.52095e-22
0 0.125 0.125 0.0137344 5.51329e-24 7.04821e-06 0.000108605 -8.05581e-05 -0.000156154 7.04821e-06 -0.000108605 0.0235125 1.08371e-21 0.00738336 -2.27192e-05 -8.05581e-05 0.000156154 0.00738336 2.27192e-05 0.0184501 1.35749e-22
0 0.125 0.25 0.0303543 -9.60594e-22 0.000189084 -0.000617127 -6.12292e-06 0.00011344 0.000189084 0.000617127 0.0326458 0 0.019759 -6.5208e-06 -6.12292e-06 -0.00011344 0.019759 6.5208e-06 0.0867705 -9.85731e-22
0 0.125 0.375 0.0435128 6.61594e-23 0.00218307 1.15677e-06 -0.000310371 6.74346e-05 0.00218307 -1.15677e-06 0.0477754 1.40546e-21 0.0193383 -0.000100047 -0.000310371 -6.74346e-05 0.0193383 0.000100047 0.166778 0
0 0.125 0.5 0.0489377 5.23762e-23 4.06404e-05 -0.000420914 8.88133e-05 4.78769e-05 4.06404e-05 0.000420914 0.0628496 2.39601e-22 0.00776391 -2.7449e-05 8.88133e-05 -4.78769e-05 0.00776391 2.7449e-05 0.203098 -6.51407e-22
0 0.125 0.625 0.0395342 2.75664e-24 1.54938e-05 -0.000273634 -4.56794e-05 -8.15472e-05 1.54938e-05 0.000273634 0.0658071 1.75743e-23 -0.00644306 0.000121726 -4.56794e-05 8.15472e-05 -0.00644306 -0.000121726 0.200387 0
0 0.125 0.75 0.0221513 1.10266e-23 3.36816e-05 -3.28891e-05 7.34578e-05 -7.133e-05 3.36816e-05 3.28891e-05 0.0558186 5.62184e-21 -0.0180224 0.000193826 7.34578e-05 7.133e-05 -0.0180224 -0.000193826 0.134703 9.46531e-21
0 0.125 0.875 0.00778873 -2.75664e-24 6.64253e-05 2.82249e-05 -3.0525e-05 2.33262e-05 6.64253e-05 -2.82249e-05 0.044155 0 -0.0201365 0.000114999 -3.0525e-05 -2.33262e-05 -0.0201365 -0.000114999 0.0585339 0
0 0.25 0 0.0182158 3.30797e-23 -0.000294307 3.45166e-05 -0.000310707 5.26316e-05 -0.000294307 -3.45166e-05 0.11279 1.33001e-20 -0.0329707 -7.13871e-05 -0.000310707 -5.26316e-05 -0.0329707 7.13871e-05 0.031852 2.57416e-22
0 0.25 0.125 0.0303803 -5.72973e-23 4.76634e-05 -4.08756e-05 -2.83379e-05 0.000460231 4.76634e-05 4.08756e-05 0.0865611 -7.64994e-24 -0.00153108 0.000162434 -2.83379e-05 -0.000460231 -0.00153108 -0.000162434 0.0257913 8.80237e-23
0 0.25 0.25 0.0509896 0 0.000571828 0.00056909 -0.00075307 -0.000802934 0.000571828 -0.00056909 0.0847989 0 0.0263558 0.00023694 -0.00075307 0.000802934 0.0263558 -0.00023694 0.0663783 -3.53224e-21
0 0.25 0.375 0.0655665 2.64638e-22 0.000347346 -0.000500201 -0.000224276 0.000316694 0.000347346 0.000500201 0.0966668 2.81092e-21 0.0400133 5.91446e-05 -0.000224276 -0.000316694 0.0400133 -5.91446e-05 0.134572 -5.90434e-22
0 0.25 0.5 0.0650774 1.65399e-23 -8.82711e-05 0.000220498 0.000288917 1.78448e-05 -8.82711e-05 -0.000220498 0.112613 0 0.0251961 0.000333816 0.000288917 -1.78448e-05 0.0251961 -0.000333816 0.173525 0
0 0.25 0.625 0.0589283 0 4.19224e-05 -0.00010757 -7.43385e-05 0.000128886 4.19224e-05 0.00010757 0.122773 -1.53767e-23 0.00304007 0.000232898 -7.43385e-05 -0.000128886 0.00304007 -0.000232898 0.184892 0
0 0.25 0.75 0.0378667 8.26993e-24 6.01325e-05 -4.47931e-05 -6.40987e-05 -5.82537e-05 6.01325e-05 4.47931e-05 0.115992 0 -0.0325817 -0.000274601 -6.40987e-05 5.82537e-05 -0.0325817 0.000274601 0.139378 -1.97924e-23
0 0.25 0.875 0.0225105 0 -9.75986e-05 -2.27939e-05 -1.77575e-05 -9.40949e-05 -9.75986e-05 2.27939e-05 0.116379 -7.07998e-21 -0.0399115 8.36411e-05 -1.77575e-05 9.40949e-05 -0.0399115 -8.36411e-05 0.0772375 0
0 0.375 0 0.034037 2.53611e-22 -0.00044429 2.84857e-05 -0.000340815 -0.000155974 -0.00044429 -2.84857e-05 0.1657 0 -0.0474691 -2.66369e-05 -0.000340815 0.000155974 -0.0474691 2.66369e-05 0.0495499 3.37114e-22
0 0.375 0.125 0.0452755 -5.51329e-24 0.000241349 2.0002e-05 0.00163715 -8.8413e-05 0.000241349 -2.0002e-05 0.170973 0 -0.0244374 1.60962e-05 0.00163715 8.8413e-05 -0.0244374 -1.60962e-05 0.0441705 3.52095e-22
0 0.375 0.25 0.0692447 0 -7.38794e-05 -4.54426e-06 9.66327e-05 0.000355119 -7.38794e-05 4.54426e-06 0.149793 -1.17062e-20 0.0191976 -0.000253522 9.66327e-05 -0.000355119 0.0191976 0.000253522 0.0717236 5.71172e-21
0 0.375 0.375 0.0853346 0 0.0004787 0.00189074 -0.000607709 -0.00280038 0.0004787 -0.00189074 0.154735 0 0.0481129 0.000100529 -0.000607709 0.00280038 0.0481129 -0.000100529 0.121331 0
0 0.375 0.5 0.0923493 0 0.0005167 0.000136373 -0.000148546 -0.000261998 0.0005167 -0.000136373 0.168561 1.85656e-21 0.0422807 4.05943e-05 -0.000148546 0.000261998 0.0422807 -4.05943e-05 0.161838 1.40838e-21
0 0.375 0.625 0.0700538 4.41063e-23 -0.000113895 -0.000314917 -0.000260789 1.93647e-05 -0.000113895 0.000314917 0.175728 1.61423e-20 0.0233537 0.000907715 -0.000260789 -1.93647e-05 0.0233537 -0.000907715 0.158717 -2.25094e-20
0 0.375 0.75 0.0540775 -1.05097e-23 -2.3058e-05 1.12928e-05 -0.000163168 -3.95539e-05 -2.3058e-05 -1.12928e-05 0.178661 -1.01841e-24 -0.0170558 3.79737e-05 -0.000163168 3.95539e-05 -0.0170558 -3.79737e-05 0.127891 6.87946e-22
0 0.375 0.875 0.0376261 4.41063e-23 -0.000227254 -6.77205e-05 -0.00014159 0.000213173 -0.000227254 6.77205e-05 0.180217 0 -0.0484479 0.000118242 -0.00014159 -0.000213173 -0.0484479 -0.000118242 0.0831348 0
0 0.5 0 0.041136 0 -0.000502042 0 -0.000153551 0 -0.000502042 0 0.212833 0 -0.0623591 0 -0.000153551 0 -0.0623591 0 0.0595404 0
0 0.5 0.125 0.0456223 -1.65399e-23 6.62237e-05 7.80649e-05 0.000163149 -0.000224889 6.62237e-05 -7.80649e-05 0.189917 0 -0.037327 -0.000162705 0.000163149 0.000224889 -0.037327 0.000162705 0.0724242 5.63351e-21
0 0.5 0.25 0.0684536 0 -5.51991e-05 -0.000249514 0.000102289 -8.06191e-05 -5.51991e-05 0.000249514 0.185698 0 8.22206e-05 3.62673e-06 0.000102289 8.06191e-05 8.22206e-05 -3.62673e-06 0.101836 0
0 0.5 0.375 0.0823013 -4.96196e-23 7.93459e-05 -0.000101643 -0.000107481 0.000219061 7.93459e-05 0.000101643 0.192457 0 0.0419372 0.000211856 -0.000107481 -0.000219061 0.0419372 -0.000211856 0.136273 0
0 0.5 0.5 0.0901362 0 0.00385592 0 -0.00569025 0 0.00385592 0 0.176708 0 0.0534537 0 -0.00569025 0 0.0534537 0 0.138658 0
0 0.5 0.625 0.0823013 4.96196e-23 7.93459e-05 0.000101643 -0.000107481 -0.000219061 7.93459e-05 -0.000101643 0.192457 0 0.0419372 -0.000211856 -0.000107481 0.000219061 0.0419372 0.000211856 0.136273 0
0 0.5 0.75 0.0684536 0 -5.51991e-05 0.000249514 0.000102289 8.06191e-05 -5.51991e-05 -0.000249514 0.185698 0 8.22206e-05 -3.62673e-06 0.000102289 -8.06191e-05 8.22206e-05 3.62673e-06 0.101836 0
0 0.5 0.875 0.0456223 1.65399e-23 6.62237e-05 -7.80649e-05 0.000163149 0.000224889 6.62237e-05 7.80649e-05 0.189917 0 -0.037327 0.000162705 0.000163149 -0.000224889 -0.037327 -0.000162705 0.0724242 -5.63351e-21
0 0.625 0 0.034037 -2.53611e-22 -0.00044429 -2.84857e-05 -0.000340815 0.000155974 -0.00044429 2.84857e-05 0.1657 0 -0.0474691 2.66369e-05 -0.000340815 -0.000155974 -0.0474691 -2.66369e-05 0.0495499 -3.37114e-22
0 0.625 0.125 0.0376261 -4.41063e-23 -0.000227254 6.77205e-05 -0.00014159 -0.000213173 -0.000227254 -6.77205e-05 0.180217 0 -0.0484479 -0.000118242 -0.00014159 0.000213173 -0.0484479 0.000118242 0.0831348 0
0 0.625 0.25 0.0540775 1.05097e-23 -2.3058e-05 -1.12928e-05 -0.000163168 3.95539e-05 -2.3058e-05 1.12928e-05 0.178661 1.01841e-24 -0.0170558 -3.79737e-05 -0.000163168 -3.95539e-05 -0.0170558 3.79737e-05 0.127891 -6.87946e-22
0 0.625 0.375 0.0700538 -4.41063e-23 -0.000113895 0.000314917 -0.000260789 -1.93647e-05 -0.000113895 -0.000314917 0.175728 -1.61423e-20 0.0233537 -0.000907715 -0.000260789 1.93647e-05 0.0233537 0.000907715 0.158717 2.25094e-20
0 0.625 0.5 0.0923493 0 0.0005167 -0.000136373 -0.000148546 0.000261998 0.0005167 0.000136373 0.168561 -1.85656e-21 0.0422807 -4.05943e-05 -0.000148546 -0.000261998 0.0422807 4.05943e-05 0.161838 -1.40838e-21
0 0.625 0.625 0.0853346 0 0.0004787 -0.00189074 -0.000607709 0.00280038 0.0004787 0.00189074 0.154735 0 0.0481129 -0.000100529 -0.000607709 -0.00280038 0.0481129 0.000100529 0.121331 0
0 0.625 0.75 0.0692447 0 -7.38794e-05 4.54426e-06 9.66327e-05 -0.000355119 -7.38794e-05 -4.54426e-06 0.149793 1.17062e-20 0.0191976 0.000253522 9.66327e-05 0.000355119 0.0191976 -0.000253522 0.0717236 -5.71172e-21
0 0.625 0.875 0.0452755 5.51329e-24 0.000241349 -2.0002e-05 0.00163715 8.8413e-05 0.000241349 2.0002e-05 0.170973 0 -0.0244374 -1.60962e-05 0.00163715 -8.8413e-05 -0.0244374 1.60962e-05 0.0441705 -3.52095e-22
0 0.75 0 0.0182158 -3.30797e-23 -0.000294307 -3.45166e-05 -0.000310707 -5.26316e-05 -0.000294307 3.45166e-05 0.11279 -1.33001e-20 -0.0329707 7.13871e-05 -0.000310707 5.26316e-05 -0.0329707 -7.13871e-05 0.031852 -2.57416e-22
0 0.75 0.125 0.0225105 0 -9.75986e-05 2.27939e-05 -1.77575e-05 9.40949e-05 -9.75986e-05 -2.27939e-05 0.116379 7.07998e-21 -0.0399115 -8.36411e-05 -1.77575e-05 -9.40949e-05 -0.0399115 8.36411e-05 0.0772375 0
0 0.75 0.25 0.0378667 -8.26993e-24 6.01325e-05 4.47931e-05 -6.40987e-05 5.82537e-05 6.01325e-05 -4.47931e-05 0.115992 0 -0.0325817 0.000274601 -6.40987e-05 -5.82537e-05 -0.0325817 -0.000274601 0.139378 1.97924e-23
0 0.75 0.375 0.0589283 0 4.19224e-05 0.00010757 -7.43385e-05 -0.000128886 4.19224e-05 -0.00010757 0.122773 1.53767e-23 0.00304007 -0.000232898 -7.43385e-05 0.000128886 0.00304007 0.000232898 0.184892 0
0 0.75 0.5 0.0650774 -1.65399e-23 -8.82711e-05 -0.000220498 0.000288917 -1.78448e-05 -8.82711e-05 0.000220498 0.112613 0 0.0251961 -0.000333816 0.000288917 1.78448e-05 0.0251961 0.000333816 0.173525 0
0 0.75 0.625 0.0655665 -2.64638e-22 0.000347346 0.000500201 -0.000224276 -0.000316694 0.000347346 -0.000500201 0.0966668 -2.81092e-21 0.0400133 -5.91446e-05 -0.000224276 0.000316694 0.0400133 5.91446e-05 0.134572 5.90434e-22
0 0.75 0.75 0.0509896 0 0.000571828 -0.00056909 -0.00075307 0.000802934 0.000571828 0.00056909 0.0847989 0 0.0263558 -0.00023694 -0.00075307 -0.000802934 0.0263558 0.00023694 0.0663783 3.53224e-21
0 0.75 0.875 0.0303803 5.72973e-23 4.76634e-05 4.08756e-05 -2.83379e-05 -0.000460231 4.76634e-05 -4.08756e-05 0.0865611 7.64994e-24 -0.00153108 -0.000162434 -2.83379e-05 0.000460231 -0.00153108 0.000162434 0.0257913 -8.80237e-23
0 0.875 0 0.00553493 0 6.3806e-05 0.000101618 0.000277252 0.000109281 6.3806e-05 -0.000101618 0.0335569 2.35454e-21 -0.0101665 4.95153e-06 0.000277252 -0.000109281 -0.0101665 -4.95153e-06 0.00850543 3.52095e-22
0 0.875 0.125 0.00778873 2.75664e-24 6.64253e-05 -2.82249e-05 -3.0525e-05 -2.33262e-05 6.64253e-05 2.82249e-05 0.044155 0 -0.0201365 -0.000114999 -3.0525e-05 2.33262e-05 -0.0201365 0.000114999 0.0585339 0
0 0.875 0.25 0.0221513 -1.10266e-23 3.36816e-05 3.28891e-05 7.34578e-05 7.133e-05 3.36816e-05 -3.28891e-05 0.0558186 -5.62184e-21 -0.0180224 -0.000193826 7.34578e-05 -7.133e-05 -0.0180224 0.000193826 0.134703 -9.46531e-21
0 0.875 0.375 0.0395342 -2.75664e-24 1.54938e-05 0.000273634 -4.56794e-05 8.15472e-05 1.54938e-05 -0.000273634 0.0658071 -1.75743e-23 -0.00644306 -0.000121726 -4.56794e-05 -8.15472e-05 -0.00644306 0.000121726 0.200387 0
0 0.875 0.5 0.0489377 -5.23762e-23 4.06404e-05 0.000420914 8.88133e-05 -4.78769e-05 4.06404e-05 -0.000420914 0.0628496 -2.39601e-22 0.00776391 2.7449e-05 8.88133e-05 4.78769e-05 0.00776391 -2.7449e-05 0.203098 6.51407e-22
0 0.875 0.625 0.0435128 -6.61594e-23 0.00218307 -1.15677e-06 -0.000310371 -6.74346e-05 0.00218307 1.15677e-06 0.0477754 -1.40546e-21 0.0193383 0.000100047 -0.000310371 6.74346e-05 0.0193383 -0.000100047 0.166778 0
0 0.875 0.75 0.0303543 9.60594e-22 0.000189084 0.000617127 -6.12292e-06 -0.00011344 0.000189084 -0.000617127 0.0326458 0 0.019759 6.5208e-06 -6.12292e-06 0.00011344 0.019759 -6.5208e-06 0.0867705 9.85731e-22
0 0.875 0.875 0.0137344 -5.51329e-24 7.04821e-06 -0.000108605 -8.05581e-05 0.000156154 7.04821e-06 0.000108605 0.0235125 -1.08371e-21 0.00738336 2.27192e-05 -8.05581e-05 -0.000156154 0.00738336 -2.27192e-05 0.0184501 -1.35749e-22
