# DATE: 2017-02-20 UNITS: metal CONTRIBUTOR: Mitchell Wood mitwood@sandia.gov CITATION: Juslin, N. and Wirth, B. D. Journal of Nuclear Materials, 423, (2013) p61-63
# 
#-> LAMMPS Potential File in tabular format.                    <-#
# N. Juslin and B.D. Wirth, J. Nucl. Mater. 432: 61-66 (2013).    #
# Implemented by K.D. Hammond (2013) karlh@utk.edu
WHe
N 325

1       0.000001 193967.941432641     21165142.7035409
143       1.43     7.77060194264106      23.524770496429
144       1.44     7.53894001687615     22.8136297242495
145       1.45     7.31421250473534     22.1375439806457
146       1.46     7.09607906954318     21.4944805558102
147       1.47     6.88421940134788     20.8824668148159
148       1.48       6.678332616175     20.2995901976151
149       1.49     6.47813665527576      19.743998219024
150        1.5     6.28336768437487     19.2138984687485
151       1.51     6.09377949293196     18.7075586113629
152       1.52     5.90914289338127     18.2233063863173
153       1.53     5.72924512039265      17.759529607943
154       1.54     5.55388923011117     17.3146761654411
155       1.55     5.38289349942409     16.8872540228954
156       1.56     5.21609082520001     16.4758312192575
157       1.57     5.05332812353902     16.0790358683639
158       1.58     4.89446572903546     15.6955561589207
159       1.59     4.73937679401809     15.3241403545121
160        1.6     4.58794668780786     14.9635967935988
161       1.61     4.44007239596442     14.6127938895147
162       1.62     4.29566191954302     14.2706601304803
163       1.63     4.15463367433779     13.9361840795741
164       1.64     4.01691589014092     13.6084143747644
165       1.65     3.88244600998598     13.2864597288958
166       1.66     3.75117008941481     12.9694889296766
167       1.67     3.62304219570535     12.6567308397093
168       1.68     3.49802380713948     12.3474743964548
169       1.69     3.37608321225264       12.04106861226
170        1.7     3.25719490908079     11.7369225743464
171       1.71     3.14133900441368     11.4345054448136
172       1.72     3.02850061304264     11.1333464606264
173       1.73     2.91866925702027     10.8330349336425
174       1.74     2.81183826489826      10.533220250582
175       1.75     2.70800417099883      10.233611873045
176       1.76     2.60716611463897     9.93397933750975
177       1.77     2.50932523941003     9.63415225533254
178       1.78     2.41448409240832      9.3340203127359
179       1.79      2.3226460234938     9.03353327083141
180        1.8     2.23381458454253       8.732700965596
181       1.81     2.14799292869986     8.43159330788831
182       1.82     2.06518320961743     8.13034028344418
183       1.83     1.98538598072548     7.82913195286937
184       1.84     1.90859959447164     7.52821845164772
185       1.85     1.83481960157053      7.2279099901466
186       1.86      1.7640381502589     6.92857685359786
187       1.87     1.69624338555161     6.63064940211416
188       1.88     1.63141884849222     6.33461807069079
189       1.89     1.56954287538349     6.04103336918388
190        1.9     1.51058799706618     5.75050588234672
191       1.91     1.45452033816503     5.46370626978796
192       1.92     1.40129901631838     5.18136526601165
193       1.93     1.35087554145878     4.90427368037354
194       1.94     1.30319321504351     4.63328239712837
195       1.95     1.25818652931969     4.36930237539354
196       1.96     1.21578056655756     4.11330464916909
197       1.97     1.17589039832831     3.86632032733041
198       1.98     1.13842048472736     3.62944059362462
199       1.99     1.10326407363948      3.4038167066833
200          2     1.07030260000113     3.19065999999702
201       2.01     1.03940508502285     2.99124188195356
202       2.02     1.01042753546074     2.80689383580147
203       2.03     0.98321234287971     2.63900741967382
204       2.04    0.957587682867711     2.48903426657353
205       2.05     0.93336691431989     2.35848608439528
206       2.06    0.910347978676441     2.24893465587638
207       2.07    0.888312799175878     2.16201183866769
208       2.08    0.867026680100139     2.09940956527362
209       2.09    0.846311972535292      2.0501194750481
210        2.1    0.826052090711088     2.00205155230487
211       2.11    0.806267097861257     1.95513674544071
212       2.12    0.786945609506685     1.90934585391834
213       2.13      0.7680765291529     1.86465047725327
214       2.14    0.749649040410966     1.82102299086693
215       2.15    0.731652599355765     1.77843652275056
216       2.16    0.714076927113717     1.73686493090964
217       2.17    0.696912002672274     1.69628278155967
218       2.18    0.680148055903811     1.65666532804561
219       2.19    0.663775560796824     1.61798849045792
220        2.2    0.647785228887586      1.5802288359199
221       2.21    0.632168002885678     1.54336355952145
222       2.22    0.616915050487049     1.50737046587586
223       2.23    0.602017758368489     1.47222795127685
224       2.24    0.587467726357617     1.43791498643425
225       2.25    0.573256761772716     1.40441109976729
226       2.26    0.559376873926913     1.37169636123572
227       2.27     0.54582026879146     1.33975136668933
228       2.28    0.532579343812991     1.30855722271748
229       2.29    0.519646682879861     1.27809553198093
230        2.3    0.507015051432831     1.24834837900889
231       2.31    0.494677391715517     1.21929831644497
232       2.32    0.482626818160208     1.19092835172618
233       2.33    0.470856612904789     1.16322193418007
234       2.34    0.459360221436662      1.1361629425252
235       2.35    0.448131248359705     1.10973567276124
236       2.36    0.437163453280438     1.08392482643501
237       2.37    0.426450746809703     1.05871549926971
238       2.38    0.415987186676291      1.0340931701448
239       2.39    0.405766973949056     1.01004369041464
240        2.4    0.395784449364215    0.986553273554313
241       2.41     0.38603408975458    0.963608485121541
242       2.42    0.376510504577652    0.941196233024116
243       2.43    0.367208432539548    0.919303758082476
244       2.44    0.358122738311864    0.897918624877599
245       2.45    0.349248409338683    0.877028712874665
246       2.46    0.340580552730998     0.85662220781334
247       2.47    0.332114392245936     0.83668759335581
248       2.48    0.323845265348255      0.8172136429841
249       2.49    0.315768620351645    0.798189412138432
250        2.5    0.307880013637488    0.779604230588763
251       2.51    0.300175106948751    0.761447695031842
252       2.52    0.292649664756829    0.743709661906479
253       2.53    0.285299551699157    0.726380240419923
254       2.54    0.278120730085547     0.70944978577854
255       2.55    0.271109257471214     0.69290889261619
256       2.56    0.264149883217677    0.704309455966822
257       2.57    0.257023670963235    0.720548414483017
258       2.58    0.249746544950963     0.73449858053557
259       2.59    0.242341191411443    0.746201328856265
260        2.6    0.234829852474346    0.755704032488528
261       2.61    0.227234268357011    0.763059628544665
262       2.62    0.219575623890343    0.768326185205915
263       2.63    0.211874499363033    0.771566471270733
264       2.64    0.204150825652343    0.772847529495918
265       2.65    0.196423843597567    0.772240254912945
266       2.66    0.188712067560753    0.769818979238484
267       2.67    0.181033253108439    0.765661062433794
268       2.68     0.17340436873789    0.759846492402718
269       2.69    0.165841571561793    0.752457493752577
270        2.7    0.158360186856416    0.743578146476553
271       2.71    0.150974691370005    0.733294015350452
272       2.72     0.14369870028059    0.721691790771177
273       2.73    0.136544957685405    0.708858941699004
274       2.74    0.129525330497857     0.69488338130108
275       2.75    0.122650805622294    0.679853145829612
276       2.76    0.115931490271846    0.663856087205069
277       2.77     0.10937661529017    0.646979579712699
278       2.78    0.102994541334199    0.629310241159726
279       2.79   0.0967927677717845    0.610933668781077
280        2.8   0.0907779441455664    0.591934190123306
281       2.81   0.0849558840523623    0.572394629079895
282       2.82   0.0793315812859323    0.552396087196204
283       2.83   0.0739092280900552    0.532017740309284
284       2.84   0.0686922353684514     0.51133665053656
285       2.85   0.0636832546982004    0.490427593578163
286       2.86    0.058884201993894    0.469362901250494
287       2.87   0.0542962826708072    0.448212319123508
288       2.88   0.0499200181568738    0.427042879091302
289       2.89     0.04575527360515    0.405918786664859
290        2.9   0.0418012866607671    0.384901322737369
291       2.91   0.0380566971390415    0.364048759536354
292       2.92   0.0345195774744505    0.343416290443013
293       2.93   0.0311874638035265    0.323055973327595
294       2.94   0.0280573875483925    0.303016687020528
295       2.95   0.0251259073715924    0.283344100512051
296       2.96   0.0223891413770724    0.264080654448684
297       2.97   0.0198427994365954    0.245265554472591
298       2.98    0.017482215525515    0.226934775930029
299       2.99   0.0153023799566589     0.20912107945741
300          3   0.0132979714060716    0.191854036938167
301       3.01   0.0114633886294948    0.175160067310366
302       3.02    0.009792781773727    0.159062481694054
303       3.03  0.00828008319235769    0.143581537298372
304       3.04  0.00691903768080766    0.128734499561665
305       3.05  0.00570323205109961    0.114535711972949
306       3.06   0.0046261239723178    0.100996673020243
307       3.07  0.00368107000826405    0.088126119710232
308       3.08  0.00286135278937321   0.0759301171045549
309       3.09  0.00216020726148435   0.0644121533205429
310        3.1  0.00157084595956787   0.0535732394484653
311       3.11  0.00108648325995938   0.0434120138431347
312       3.12 0.000700358570037423   0.0339248502550448
313       3.13 0.000405758419588332   0.0251059692749879
314       3.14 0.000196037423311657   0.0169475525761798
315       3.15 6.46380890244662E-05  0.00943985944932857
316       3.16  5.1094511057313E-06  0.00257134513861945
317       3.17                    0                    0
318       3.18                    0                    0
319       3.19                    0                    0
320        3.2                    0                    0
321       3.21                    0                    0
322       3.22                    0                    0
323       3.23                    0                    0
324       3.24                    0                    0
325       3.25                    0                    0
