   2.051   19.425   11.701
   3.347   19.717   10.923
  15.158   15.218    1.453
  15.286   16.123    1.160
  14.175   15.219    1.587
   7.929    9.601    4.322
   7.364   10.340    3.912
   7.318    9.011    4.820
  11.585   23.121   19.455
  12.413   23.205   19.982
  10.816   23.266   20.095
   3.320    1.439    3.693
   3.018    1.263    2.795
   4.218    1.737    3.533
   8.378   22.836   14.074
   9.127   23.085   13.478
   7.806   23.652   14.112
   4.539    2.605    8.295
   5.460    2.702    8.123
   4.434    1.616    8.363
   8.883   21.581    5.760
   8.705   22.232    6.446
   9.357   22.008    5.077
  12.793   13.364   12.168
  12.787   13.548   11.223
  11.995   13.794   12.399
   6.667    7.547    9.646
   6.103    6.975   10.296
   7.558    7.292   10.046
   0.182   23.403   21.361
   0.301   23.585   22.346
   1.001   22.867   21.220
  11.347   16.007   23.148
  11.779   15.126   23.087
  10.586   15.923   22.581
  10.129   17.485    6.550
   9.231   17.467    6.920
  10.108   16.702    5.985
   4.654    5.717    5.023
   5.059    5.126    4.395
   5.409    5.785    5.634
  12.336   14.905    9.350
  11.849   15.588    8.883
  11.568   14.375    9.770
   5.488   14.255   13.212
   6.279   14.126   13.709
   4.864   13.991   13.878
   3.686    8.353    3.401
   4.494    7.930    3.084
   3.041    7.727    3.197
  15.005   14.526   19.133
  15.742   13.941   19.238
  14.746   14.453   18.188
  15.427   13.899   13.418
  15.598   14.703   13.915
  14.569   14.032   12.994
  15.117   16.342   15.320
  14.190   16.658   15.235
  15.725   17.080   14.950
  13.263   23.513    7.326
  14.083   23.900    7.689
  13.669   22.803    6.739
  10.030   11.441    3.434
   9.274   10.827    3.422
  10.533   11.362    2.661
  10.550    9.544   11.315
  10.055   10.343   11.396
  11.460    9.846   11.337
   2.005   17.796   21.122
   2.773   17.325   21.598
   2.173   18.758   21.265
  13.553   15.240   21.435
  14.103   14.959   20.726
  13.422   14.470   21.979
  11.456    2.350   19.585
  10.731    2.931   19.730
  11.546    1.862   20.401
  13.068    2.914   10.149
  12.803    2.473    9.295
  14.010    2.849   10.112
   5.450    9.067    5.337
   4.722    8.840    4.711
   4.939    8.770    6.117
   3.297   18.771   17.303
   3.913   19.272   17.825
   3.616   18.935   16.408
   6.597   15.954   21.463
   7.157   15.160   21.200
   7.205   16.451   22.021
   1.443    3.980   18.627
   1.536    3.050   18.247
   0.589    4.282   18.256
   3.248   22.876    3.701
   2.662   22.334    4.248
   4.106   22.410    3.781
   8.943   19.607    9.393
   9.890   19.666    9.174
   8.551   19.202    8.586
   7.534   23.313   22.010
   7.309   22.777   22.738
   6.697   23.403   21.532
  13.340   13.560   16.477
  13.400   13.568   15.542
  12.852   14.406   16.633
   8.344    7.845   20.429
   8.479    8.292   21.236
   9.102    8.059   19.900
   6.901   21.557    9.326
   7.410   20.744    9.384
   7.474   22.077    8.759
  14.403    7.815   15.212
  13.532    8.206   14.911
  14.885    7.681   14.373
   6.857   11.138    6.829
   6.107   11.750    6.800
   6.480   10.387    6.353
  10.309   21.500   11.481
  11.014   20.928   11.185
   9.595   20.961   11.183
  13.235   22.943   15.633
  12.613   22.525   16.194
  14.027   22.981   16.180
   6.818   20.066   20.150
   7.686   20.067   20.626
   6.969   19.869   19.212
   7.975   20.030   22.745
   8.632   20.654   22.435
   7.441   20.490   23.501
  12.113    0.921    4.942
  12.819    0.635    5.562
  11.814    1.896    5.223
   9.197    4.375   15.964
   9.163    3.590   15.387
   8.516    4.167   16.604
   2.421    3.775    5.058
   2.684    2.934    4.652
   3.219    4.340    5.048
   6.794    6.875   22.997
   7.166    7.815   23.093
   5.834    7.029   23.036
  11.518    2.141   14.835
  11.356    2.769   14.101
  12.345    1.727   14.583
   3.174    1.584   16.976
   2.370    2.077   16.810
   3.270    0.961   16.252
  10.848   10.071   18.631
  10.345   10.477   17.907
  11.663   10.551   18.638
  12.069    8.766   23.082
  12.023    9.290   23.888
  11.590    7.956   23.400
   5.141    1.611    0.499
   4.697    1.110    1.234
   6.031    1.302    0.586
   2.509    3.505   12.910
   2.114    4.138   12.315
   2.715    2.712   12.383
  14.354    1.352   14.004
  14.694    0.623   14.565
  14.573    2.195   14.426
  14.578   23.489   17.850
  15.476   23.267   17.861
  14.359   23.484   18.771
   5.461    6.754    1.943
   6.412    6.627    2.018
   5.209    5.956    1.434
  14.101    1.902   22.316
  14.886    2.398   22.002
  14.108    1.041   21.813
   6.142   11.858   16.052
   5.762   12.642   15.675
   5.566   11.146   15.661
  11.187   19.104   18.681
  12.029   18.566   18.863
  10.574   18.773   19.364
  11.780   13.509    0.983
  12.311   13.422    1.794
  12.379   13.816    0.300
  13.410   13.796    3.206
  12.860   13.342    3.952
  14.378   13.624    3.486
   7.314    0.228    9.152
   7.447    0.196    8.157
   8.219    0.336    9.426
   0.289   10.538   13.468
   0.286   10.937   12.602
   1.262   10.357   13.669
  12.440   12.407    5.370
  11.652   11.887    5.105
  12.893   11.867    5.977
   6.968   11.629    2.353
   6.575   10.896    1.807
   7.083   12.290    1.590
  13.533   10.550    7.160
  12.608   10.309    7.490
  14.008   10.940    7.925
  13.043   18.831   22.933
  13.439   17.936   22.986
  12.139   18.764   23.145
  11.706   15.811   16.829
  10.892   16.347   16.590
  12.344   16.466   17.162
  11.642   19.030    4.866
  10.752   18.786    5.209
  11.534   19.147    3.897
  13.550   21.522    9.565
  13.279   21.744    8.655
  13.859   22.419    9.914
  12.001   20.877   14.108
  12.060   21.566   14.774
  11.186   21.104   13.629
  12.814   17.906    7.383
  13.379   17.410    6.688
  11.963   17.994    6.954
  15.989   19.751    4.862
  15.952   20.632    4.460
  15.557   19.210    4.188
  10.963    1.737   11.790
  10.319    2.240   11.334
  11.709    2.167   11.210
   5.526    8.369   14.858
   4.950    8.218   14.072
   4.945    8.919   15.363
  14.776    4.939   12.443
  14.636    5.952   12.252
  13.865    4.712   12.604
   7.529    4.508    1.396
   8.313    4.582    0.857
   6.783    4.511    0.768
  11.435    0.836   22.059
  11.858    0.103   21.657
  12.219    1.281   22.508
  11.200    4.151    3.471
  12.053    4.360    3.928
  10.572    4.426    4.138
   4.884    4.081   13.713
   4.970    4.746   14.373
   3.932    3.975   13.593
  13.867    4.624    3.954
  14.067    4.641    4.904
  14.122    5.494    3.648
   3.174   11.159    5.954
   3.904   11.073    5.352
   3.204   12.104    6.129
  12.922    2.911   17.412
  12.421    2.431   18.089
  12.240    2.996   16.701
  13.644    7.961   20.946
  13.183    7.158   20.680
  13.018    8.315   21.687
   6.612    3.396   17.042
   6.138    2.987   17.830
   6.248    2.883   16.306
   3.628   15.453    9.684
   3.604   16.368    9.365
   3.266   15.478   10.592
   1.641   18.264    8.136
   0.755   18.490    8.008
   1.981   19.003    8.665
   8.716    0.819   21.571
   8.359    0.399   22.460
   9.622    1.046   21.690
  14.269   10.001    4.369
  14.973   10.528    4.752
  13.690    9.859    5.092
  14.691   13.817    9.050
  15.162   14.372    8.385
  13.821   14.250    9.113
  12.273    5.424   10.404
  12.384    4.472   10.210
  13.153    5.714   10.501
   3.759   13.253   15.143
   3.552   13.546   16.059
   2.862   13.321   14.740
   7.319   14.432   15.015
   7.633   15.319   14.742
   7.702   14.303   15.933
   3.117   11.819   10.070
   3.490   12.496    9.523
   3.937   11.583   10.539
   0.549   16.393   10.366
   1.292   16.322   11.016
   0.665   17.283    9.972
  10.050    5.605    5.758
  10.155    6.554    5.556
  10.797    5.389    6.309
   7.881    3.518    5.700
   8.550    4.225    5.812
   7.070    3.834    6.169
   8.559    3.515   11.535
   8.435    4.298   12.155
   7.955    2.899   11.952
  13.039   10.511   11.777
  13.825   10.589   11.282
  12.883   11.473   11.916
  15.316    3.976   15.033
  15.353    4.265   14.065
  14.585    4.533   15.460
   8.400    5.552   13.557
   9.070    5.240   14.185
   7.739    5.945   14.163
   4.281   21.161   19.066
   5.157   21.058   19.381
   4.169   22.110   18.904
  13.870    7.474   12.187
  13.209    8.073   12.633
  14.457    8.029   11.659
  13.600   17.247    9.998
  13.256   16.385   10.107
  13.616   17.337    9.047
  10.099   18.083   21.099
  10.453   17.258   20.699
   9.398   17.746   21.690
  15.465    7.955   17.814
  15.150    7.979   16.932
  14.706    7.563   18.306
   9.016    4.086    8.814
   9.377    5.001    8.813
   8.726    3.741    9.661
   6.439    5.144    7.455
   7.310    4.836    7.837
   6.121    5.819    8.116
  13.331    4.563   23.416
  14.315    4.772   23.360
  13.215    3.678   23.134
  11.401   21.480   17.136
  11.522   22.112   17.856
  11.255   20.672   17.636
  12.076    4.645   13.566
  12.000    5.522   13.148
  11.827    4.835   14.443
   9.131    1.075   15.841
   9.948    1.463   15.412
   9.113    0.161   15.464
   7.694    8.338   16.687
   7.323    8.081   17.508
   6.991    8.476   16.072
  11.912   13.212   19.726
  12.854   13.225   19.881
  11.504   12.764   20.555
   5.115   19.820   22.632
   4.270   19.752   22.092
   5.800   19.585   21.996
  14.170   23.047   20.478
  15.015   22.883   20.902
  13.757   22.177   20.579
  13.163   20.489   20.636
  12.450   20.171   20.104
  13.220   19.875   21.393
  11.316    2.273    7.956
  11.391    1.358    8.151
  10.423    2.479    8.181
  10.407    6.649    8.888
   9.810    7.215    9.386
  11.077    6.417    9.547
   7.574   19.420    4.717
   7.704   19.335    3.679
   7.970   20.255    4.957
  12.254   19.676    2.229
  12.678   20.538    2.358
  12.115   19.535    1.250
  14.036    7.730    6.644
  14.358    7.138    7.346
  13.886    8.589    7.123
   8.900    7.310   11.290
   8.739    6.706   12.078
   9.555    8.003   11.531
   9.495   14.416    1.979
  10.354   14.203    1.548
   9.165   13.566    2.099
  13.605    5.353   19.280
  13.658    4.527   18.812
  12.688    5.367   19.516
   7.334   17.973    7.090
   7.571   18.390    6.200
   6.533   17.444    6.885
  13.912   11.040   17.383
  13.913   10.932   16.423
  13.612   11.935   17.518
  14.682   11.334   14.388
  15.236   11.941   13.876
  14.266   10.683   13.763
  12.414    9.004   13.909
  11.523    8.931   14.184
  12.375    9.766   13.286
  15.898    3.293    1.648
  15.837    3.977    2.359
  15.065    2.796    1.789
   3.080    0.949   11.788
   3.690    0.500   11.172
   2.196    0.556   11.641
   0.897   12.813   20.940
   1.234   13.577   21.489
   1.110   12.083   21.442
   6.255    9.802    0.364
   6.954    9.121    0.671
   5.459    9.264    0.196
   6.140    3.669    3.704
   6.732    3.837    2.949
   6.807    3.408    4.378
   5.150   11.685   11.994
   5.312   12.641   12.020
   5.614   11.405   12.778
   5.196   19.304   15.315
   5.227   20.213   14.942
   5.252   18.720   14.569
   2.179   13.464    7.177
   2.719   14.061    7.737
   1.640   13.021    7.843
   1.926   21.439   17.027
   2.672   21.817   16.545
   2.398   20.912   17.662
   0.688    2.781    7.114
   1.488    3.190    6.703
   0.053    3.429    6.930
   0.449    7.366    9.140
   0.202    6.479    9.095
   0.796    7.563    8.256
   0.913   12.320    0.937
   0.623   11.700    0.268
   1.290   11.784    1.628
   7.889   16.997   14.360
   7.935   17.181   13.358
   8.602   17.562   14.734
   3.230   22.882   11.736
   3.601   21.950   11.670
   2.861   22.992   10.853
   4.620   22.335    7.130
   3.754   22.591    7.590
   5.178   22.349    7.907
   1.124   22.962   13.514
   1.837   22.901   12.860
   0.685   23.799   13.310
   8.561   10.924   16.881
   7.916   11.188   16.202
   8.309   10.008   17.123
   4.751   19.009    2.814
   4.754   18.978    3.760
   5.300   18.306    2.612
   3.406    0.117   14.493
   3.348    0.244   13.546
   4.378    0.190   14.724
   2.278    3.922    1.200
   2.701    3.392    0.560
   1.556    3.406    1.415
   6.246   21.216   13.564
   7.127   21.533   13.794
   5.802   22.075   13.455
   5.348   15.459    5.988
   4.942   16.211    6.465
   4.964   14.679    6.422
   1.312   13.577   13.829
   1.594   13.350   12.963
   0.905   14.443   13.634
  10.395   21.375   22.397
  10.900   20.680   22.794
  10.682   22.154   22.828
   6.013   16.085    3.326
   6.016   16.035    4.292
   5.249   15.516    3.046
   2.184   22.110    9.500
   1.913   21.297    9.998
   1.389   22.233    8.964
   3.207   13.979   17.772
   3.947   14.082   18.373
   2.585   14.685   17.921
  13.639   16.098    5.269
  14.099   15.394    4.872
  12.755   15.724    5.343
   1.981   16.635   18.663
   1.921   17.181   19.529
   2.656   17.117   18.156
  13.457   20.491    6.545
  13.544   19.713    6.959
  13.199   20.170    5.601
   3.438    8.099    0.316
   2.547    7.847    0.577
   3.889    7.775    1.093
   9.016   15.690    9.485
   9.158   14.769    9.701
   8.537   15.554    8.652
   1.562    6.536   12.239
   0.960    7.250   12.049
   1.197    5.827   11.553
   1.314    9.385    7.173
   1.333    8.706    6.444
   2.056    9.953    6.980
   7.572    0.420    3.478
   7.636    0.339    2.503
   6.628    0.234    3.530
   1.133    7.080    5.078
   1.201    7.102    4.137
   0.358    6.549    5.302
  11.515   22.342    4.827
  10.875   21.911    4.185
  11.205   21.919    5.694
   5.279    5.755   11.457
   4.504    5.333   10.967
   5.564    4.986   12.019
   8.890   21.041   16.070
   8.698   21.572   15.300
   9.800   21.340   16.244
   6.000   11.283   22.324
   5.866   12.057   22.939
   5.863   11.634   21.452
   7.834   14.408    7.527
   7.105   14.717    6.993
   8.194   13.714    6.926
   5.667   11.812   19.542
   5.647   12.743   19.497
   5.889   11.629   18.618
  12.997   18.576   15.207
  12.617   19.193   14.493
  13.582   19.163   15.737
   0.675   11.574   10.952
   1.597   11.546   10.574
   0.265   12.150   10.339
   8.782   17.187    2.362
   8.004   16.786    2.797
   9.140   16.422    1.970
   2.113    6.516   21.893
   2.170    5.576   22.160
   2.446    6.949   22.707
   2.583   16.123   12.046
   3.491   16.508   12.059
   2.312   16.312   12.887
   2.246   20.883    4.995
   1.611   20.097    4.885
   3.079   20.473    5.195
   8.156   17.564   11.520
   8.355   18.345   10.921
   8.334   16.820   10.874
   2.915   14.197    3.393
   2.155   14.414    3.916
   2.719   13.333    3.011
   8.578    0.832    6.351
   7.928    0.530    5.693
   8.563    1.801    6.335
   7.287   10.172   13.815
   6.631    9.473   14.077
   8.119    9.669   13.852
   3.347   10.487   19.814
   2.792   10.955   19.188
   4.264   10.639   19.456
