LAMMPS (22 Feb 2013)
Reading data file ...
  orthogonal box = (-240 -240 -240) to (240 240 240)
  2 by 2 by 4 MPI processor grid
  1280 atoms
320 atoms in group sphere1
320 atoms in group sphere2
320 atoms in group sphere3
320 atoms in group sphere4
Using a lattice-Boltzmann grid of 120 by 120 by 120 total grid points. (fix_lb_fluid.cpp:341)
Not adding the fluid force to any of the MD particles.  To add this force use one of the viscous_lb, pc, or rigid_pc_
sphere fixes (fix_lb_fluid.cpp:562)
Setting up run ...
Memory usage per processor = 6.53706 Mbytes
Step Temp E_pair E_mol TotEng Press 
-2.934840E-04 -2.305369E-02 9.134142E-08 3.475399E-06 2.516953E-07 4.851498E-03
-3.224068E-04 -2.301228E-02 9.104302E-08 3.450937E-06 2.488964E-07 4.918073E-03
-3.422419E-04 -2.291158E-02 9.048229E-08 3.424375E-06 2.496289E-07 4.976497E-03
-3.343084E-04 -2.276687E-02 8.920881E-08 3.380147E-06 2.516701E-07 5.028075E-03
-3.384333E-04 -2.262044E-02 8.760228E-08 3.333983E-06 2.519311E-07 5.073672E-03
-3.433771E-04 -2.256980E-02 8.663657E-08 3.304084E-06 2.520548E-07 5.113501E-03
-3.435318E-04 -2.255829E-02 8.633857E-08 3.280324E-06 2.518216E-07 5.148003E-03
-3.574132E-04 -2.255052E-02 8.585965E-08 3.261010E-06 2.529137E-07 5.178016E-03
-3.838327E-04 -2.257984E-02 8.605010E-08 3.253611E-06 2.535921E-07 5.204618E-03
-3.991720E-04 -2.254379E-02 8.613565E-08 3.237672E-06 2.540567E-07 5.229020E-03
-3.942000E-04 -2.242084E-02 8.503718E-08 3.202697E-06 2.560793E-07 5.252009E-03
-3.799420E-04 -2.230863E-02 8.357271E-08 3.161289E-06 2.573156E-07 5.273557E-03
-3.768567E-04 -2.224423E-02 8.260452E-08 3.124580E-06 2.563506E-07 5.293028E-03
-3.923945E-04 -2.221280E-02 8.225605E-08 3.098634E-06 2.549323E-07 5.309852E-03
-4.139452E-04 -2.219204E-02 8.224727E-08 3.080926E-06 2.541078E-07 5.324156E-03
-4.261747E-04 -2.218304E-02 8.209943E-08 3.065950E-06 2.550151E-07 5.336557E-03
-4.269626E-04 -2.220469E-02 8.187057E-08 3.052863E-06 2.571133E-07 5.347625E-03
-4.250393E-04 -2.220795E-02 8.170399E-08 3.035771E-06 2.582698E-07 5.357852E-03
-4.212343E-04 -2.212714E-02 8.109244E-08 3.005662E-06 2.585366E-07 5.367727E-03
-4.172401E-04 -2.201900E-02 7.996913E-08 2.968531E-06 2.587871E-07 5.377380E-03
-4.240780E-04 -2.201175E-02 7.931326E-08 2.944866E-06 2.591419E-07 5.386253E-03
-4.434888E-04 -2.209624E-02 7.973155E-08 2.939771E-06 2.591891E-07 5.393722E-03
-4.582252E-04 -2.211396E-02 8.017624E-08 2.930734E-06 2.595122E-07 5.400131E-03
-4.549000E-04 -2.200275E-02 7.943270E-08 2.900493E-06 2.609308E-07 5.406486E-03
-4.445557E-04 -2.188771E-02 7.803960E-08 2.862056E-06 2.623005E-07 5.413086E-03
-4.443542E-04 -2.187904E-02 7.731518E-08 2.836202E-06 2.622636E-07 5.419125E-03
-4.537794E-04 -2.192827E-02 7.740051E-08 2.822870E-06 2.616729E-07 5.423832E-03
-4.612277E-04 -2.193507E-02 7.740288E-08 2.808264E-06 2.620898E-07 5.427432E-03
-4.626903E-04 -2.189575E-02 7.687943E-08 2.787497E-06 2.634995E-07 5.430724E-03
-4.641432E-04 -2.188369E-02 7.629682E-08 2.768318E-06 2.649497E-07 5.434113E-03
-4.696760E-04 -2.192082E-02 7.612111E-08 2.755916E-06 2.659741E-07 5.437462E-03
-4.752137E-04 -2.193710E-02 7.605677E-08 2.742554E-06 2.666728E-07 5.440717E-03
-4.758634E-04 -2.187455E-02 7.550513E-08 2.717800E-06 2.671540E-07 5.444161E-03
-4.739256E-04 -2.177842E-02 7.448355E-08 2.684858E-06 2.673697E-07 5.447875E-03
-4.745887E-04 -2.173828E-02 7.364804E-08 2.657380E-06 2.673175E-07 5.451327E-03
-4.778931E-04 -2.176478E-02 7.335191E-08 2.639951E-06 2.671533E-07 5.453849E-03
-4.811919E-04 -2.179125E-02 7.320532E-08 2.624479E-06 2.672886E-07 5.455379E-03
-4.852220E-04 -2.178896E-02 7.280710E-08 2.606014E-06 2.681017E-07 5.456463E-03
-4.912405E-04 -2.179018E-02 7.233023E-08 2.587918E-06 2.692730E-07 5.457625E-03
-4.955278E-04 -2.180072E-02 7.195362E-08 2.570522E-06 2.702309E-07 5.459051E-03
-4.934112E-04 -2.178682E-02 7.142595E-08 2.548287E-06 2.709992E-07 5.460768E-03
-4.876524E-04 -2.174551E-02 7.060686E-08 2.519722E-06 2.716123E-07 5.462747E-03
-4.864472E-04 -2.171238E-02 6.981803E-08 2.490853E-06 2.717689E-07 5.464779E-03
-4.931371E-04 -2.170641E-02 6.933398E-08 2.466998E-06 2.716687E-07 5.466524E-03
-5.027199E-04 -2.171349E-02 6.904664E-08 2.447391E-06 2.719870E-07 5.467805E-03
-5.080980E-04 -2.171300E-02 6.869728E-08 2.427537E-06 2.728868E-07 5.468739E-03
-5.067614E-04 -2.169668E-02 6.815998E-08 2.404020E-06 2.738728E-07 5.469576E-03
-5.018409E-04 -2.167345E-02 6.751510E-08 2.377630E-06 2.745329E-07 5.470442E-03
-4.985637E-04 -2.166235E-02 6.694149E-08 2.352036E-06 2.748873E-07 5.471266E-03
-5.002052E-04 -2.167119E-02 6.658260E-08 2.330153E-06 2.751587E-07 5.471912E-03
-5.062894E-04 -2.168929E-02 6.639749E-08 2.311786E-06 2.756650E-07 5.472378E-03
-5.131414E-04 -2.170248E-02 6.623868E-08 2.294618E-06 2.765672E-07 5.472838E-03
-5.164982E-04 -2.170021E-02 6.598864E-08 2.275617E-06 2.775887E-07 5.473514E-03
-5.150491E-04 -2.167530E-02 6.558649E-08 2.252423E-06 2.782799E-07 5.474513E-03
-5.116148E-04 -2.163422E-02 6.506803E-08 2.225594E-06 2.784457E-07 5.475733E-03
-5.102255E-04 -2.159948E-02 6.458989E-08 2.198931E-06 2.782233E-07 5.476885E-03
-5.123131E-04 -2.159035E-02 6.430186E-08 2.176333E-06 2.779827E-07 5.477638E-03
-5.162370E-04 -2.160667E-02 6.421249E-08 2.158690E-06 2.781077E-07 5.477840E-03
-5.196999E-04 -2.163240E-02 6.421343E-08 2.143866E-06 2.786955E-07 5.477634E-03
-5.215406E-04 -2.164934E-02 6.418330E-08 2.128840E-06 2.795142E-07 5.477370E-03
-5.217861E-04 -2.164909E-02 6.406114E-08 2.111732E-06 2.802469E-07 5.477385E-03
-5.212845E-04 -2.163611E-02 6.386998E-08 2.092569E-06 2.806926E-07 5.477817E-03
-5.211866E-04 -2.161968E-02 6.368356E-08 2.072587E-06 2.808062E-07 5.478566E-03
-5.219931E-04 -2.160351E-02 6.355393E-08 2.052775E-06 2.806655E-07 5.479411E-03
-5.232480E-04 -2.158653E-02 6.346757E-08 2.033469E-06 2.804233E-07 5.480151E-03
-5.245211E-04 -2.157247E-02 6.341194E-08 2.015173E-06 2.802304E-07 5.480666E-03
-5.261440E-04 -2.157027E-02 6.342532E-08 1.998943E-06 2.801598E-07 5.480904E-03
-5.283506E-04 -2.158110E-02 6.354137E-08 1.985103E-06 2.802030E-07 5.480881E-03
-5.301669E-04 -2.159237E-02 6.371373E-08 1.972140E-06 2.803214E-07 5.480717E-03
-5.301834E-04 -2.159154E-02 6.384567E-08 1.958119E-06 2.804442E-07 5.480601E-03
-5.285529E-04 -2.158190E-02 6.392231E-08 1.942919E-06 2.804664E-07 5.480667E-03
-5.273905E-04 -2.157724E-02 6.404550E-08 1.928233E-06 2.803226E-07 5.480897E-03
-5.286806E-04 -2.158241E-02 6.429847E-08 1.915363E-06 2.800595E-07 5.481182E-03
-5.321360E-04 -2.158699E-02 6.463442E-08 1.903781E-06 2.798010E-07 5.481460E-03
-5.355072E-04 -2.157941E-02 6.494944E-08 1.891873E-06 2.796115E-07 5.481769E-03
-5.367490E-04 -2.156099E-02 6.517724E-08 1.878598E-06 2.794552E-07 5.482151E-03
-5.355984E-04 -2.154249E-02 6.535691E-08 1.864217E-06 2.792273E-07 5.482545E-03
-5.334740E-04 -2.153225E-02 6.556285E-08 1.849900E-06 2.788886E-07 5.482811E-03
-5.324017E-04 -2.153235E-02 6.582671E-08 1.836730E-06 2.785645E-07 5.482839E-03
-5.337233E-04 -2.154241E-02 6.615903E-08 1.825462E-06 2.784568E-07 5.482629E-03
-5.370420E-04 -2.155969E-02 6.655110E-08 1.816119E-06 2.786763E-07 5.482297E-03
-5.402804E-04 -2.157562E-02 6.694814E-08 1.807342E-06 2.791849E-07 5.482024E-03
-5.413217E-04 -2.157846E-02 6.727336E-08 1.797001E-06 2.797757E-07 5.481990E-03
-5.399370E-04 -2.156354E-02 6.748877E-08 1.783946E-06 2.801921E-07 5.482281E-03
-5.379690E-04 -2.153904E-02 6.764833E-08 1.769160E-06 2.803070E-07 5.482819E-03
-5.375278E-04 -2.151925E-02 6.785529E-08 1.754932E-06 2.802266E-07 5.483382E-03
-5.391359E-04 -2.151279E-02 6.817383E-08 1.742980E-06 2.802227E-07 5.483730E-03
-5.416111E-04 -2.151801E-02 6.857895E-08 1.733378E-06 2.805203E-07 5.483749E-03
-5.434146E-04 -2.152792E-02 6.899417E-08 1.725008E-06 2.811796E-07 5.483503E-03
-5.438823E-04 -2.153651E-02 6.936191E-08 1.716647E-06 2.821049E-07 5.483164E-03
-5.433934E-04 -2.154088E-02 6.967594E-08 1.707730E-06 2.831271E-07 5.482905E-03
-5.427888E-04 -2.154069E-02 6.993462E-08 1.698054E-06 2.841636E-07 5.482818E-03
-5.427445E-04 -2.153739E-02 7.016169E-08 1.687988E-06 2.852127E-07 5.482909E-03
-5.434480E-04 -2.153292E-02 7.037211E-08 1.677943E-06 2.863241E-07 5.483121E-03
-5.446224E-04 -2.152807E-02 7.056414E-08 1.668100E-06 2.875378E-07 5.483379E-03
-5.458163E-04 -2.152230E-02 7.071443E-08 1.658481E-06 2.888516E-07 5.483618E-03
-5.467061E-04 -2.151555E-02 7.082344E-08 1.649010E-06 2.902617E-07 5.483800E-03
-5.471672E-04 -2.150937E-02 7.088941E-08 1.639868E-06 2.917151E-07 5.483898E-03
-5.471870E-04 -2.150602E-02 7.091441E-08 1.631314E-06 2.932088E-07 5.483896E-03
-5.468838E-04 -2.150684E-02 7.091408E-08 1.623491E-06 2.947501E-07 5.483790E-03
-5.466172E-04 -2.151170E-02 7.088844E-08 1.616429E-06 2.963596E-07 5.483608E-03
-5.468935E-04 -2.151930E-02 7.083176E-08 1.609995E-06 2.980621E-07 5.483405E-03
-5.479689E-04 -2.152707E-02 7.075010E-08 1.604042E-06 2.998407E-07 5.483252E-03
-5.495063E-04 -2.153123E-02 7.063589E-08 1.598306E-06 3.016256E-07 5.483219E-03
-5.507064E-04 -2.152800E-02 7.045898E-08 1.592240E-06 3.033539E-07 5.483345E-03
-5.509057E-04 -2.151647E-02 7.022321E-08 1.585795E-06 3.049314E-07 5.483615E-03
-5.501594E-04 -2.150077E-02 6.994893E-08 1.579369E-06 3.063149E-07 5.483944E-03
-5.492851E-04 -2.148866E-02 6.968633E-08 1.573835E-06 3.075429E-07 5.484204E-03
-5.492601E-04 -2.148657E-02 6.947997E-08 1.569962E-06 3.087379E-07 5.484273E-03
-5.504235E-04 -2.149494E-02 6.932637E-08 1.567914E-06 3.100166E-07 5.484111E-03
-5.521574E-04 -2.150802E-02 6.917637E-08 1.567039E-06 3.114464E-07 5.483791E-03
-5.533728E-04 -2.151823E-02 6.898599E-08 1.566485E-06 3.129761E-07 5.483468E-03
-5.534139E-04 -2.152104E-02 6.875361E-08 1.565946E-06 3.144208E-07 5.483290E-03
-5.525869E-04 -2.151675E-02 6.851091E-08 1.565615E-06 3.156118E-07 5.483326E-03
-5.518561E-04 -2.150867E-02 6.828246E-08 1.565851E-06 3.164898E-07 5.483535E-03
-5.520202E-04 -2.150049E-02 6.808709E-08 1.567101E-06 3.170970E-07 5.483811E-03
-5.531126E-04 -2.149469E-02 6.793190E-08 1.569660E-06 3.175542E-07 5.484041E-03
-5.544725E-04 -2.149216E-02 6.780961E-08 1.573564E-06 3.179564E-07 5.484155E-03
-5.553216E-04 -2.149228E-02 6.770559E-08 1.578631E-06 3.183249E-07 5.484138E-03
-5.553375E-04 -2.149370E-02 6.760818E-08 1.584598E-06 3.186211E-07 5.484024E-03
-5.548221E-04 -2.149556E-02 6.751589E-08 1.591319E-06 3.187968E-07 5.483864E-03
-5.544084E-04 -2.149824E-02 6.743887E-08 1.598836E-06 3.188360E-07 5.483705E-03
-5.545688E-04 -2.150226E-02 6.739151E-08 1.607247E-06 3.187546E-07 5.483579E-03
-5.553045E-04 -2.150664E-02 6.736676E-08 1.616449E-06 3.185720E-07 5.483512E-03
-5.562293E-04 -2.150870E-02 6.734574E-08 1.626136E-06 3.182851E-07 5.483522E-03
-5.569186E-04 -2.150610E-02 6.731167E-08 1.636000E-06 3.178576E-07 5.483622E-03
-5.571935E-04 -2.149893E-02 6.726492E-08 1.645988E-06 3.172455E-07 5.483795E-03
-5.571442E-04 -2.149001E-02 6.723073E-08 1.656387E-06 3.164410E-07 5.483988E-03
-5.569801E-04 -2.148316E-02 6.723097E-08 1.667568E-06 3.154739E-07 5.484126E-03
-5.569064E-04 -2.148122E-02 6.727843E-08 1.679812E-06 3.144069E-07 5.484145E-03
-5.570808E-04 -2.148496E-02 6.737412E-08 1.693197E-06 3.133024E-07 5.484025E-03
-5.575704E-04 -2.149284E-02 6.750786E-08 1.707567E-06 3.121916E-07 5.483805E-03
-5.582784E-04 -2.150153E-02 6.766087E-08 1.722566E-06 3.110628E-07 5.483570E-03
-5.589404E-04 -2.150716E-02 6.781208E-08 1.737760E-06 3.098674E-07 5.483411E-03
-5.592702E-04 -2.150707E-02 6.794801E-08 1.752822E-06 3.085386E-07 5.483394E-03
-5.591783E-04 -2.150128E-02 6.807150E-08 1.767700E-06 3.070177E-07 5.483523E-03
-5.588764E-04 -2.149248E-02 6.820169E-08 1.782651E-06 3.052817E-07 5.483743E-03
-5.587518E-04 -2.148469E-02 6.835433E-08 1.798196E-06 3.033513E-07 5.483958E-03
-5.590853E-04 -2.148105E-02 6.854729E-08 1.814741E-06 3.012909E-07 5.484078E-03
-5.598228E-04 -2.148243E-02 6.878400E-08 1.832352E-06 2.991766E-07 5.484058E-03
-5.605916E-04 -2.148722E-02 6.904966E-08 1.850815E-06 2.970542E-07 5.483916E-03
-5.609754E-04 -2.149264E-02 6.933070E-08 1.869711E-06 2.949197E-07 5.483716E-03
-5.608442E-04 -2.149650E-02 6.962222E-08 1.888631E-06 2.927257E-07 5.483538E-03
-5.604692E-04 -2.149813E-02 6.992232E-08 1.907491E-06 2.904063E-07 5.483437E-03
-5.603135E-04 -2.149809E-02 7.024797E-08 1.926302E-06 2.879307E-07 5.483430E-03
-5.606633E-04 -2.149701E-02 7.061581E-08 1.945039E-06 2.853281E-07 5.483498E-03
-5.614048E-04 -2.149490E-02 7.101853E-08 1.963746E-06 2.826286E-07 5.483608E-03
-5.621267E-04 -2.149148E-02 7.145040E-08 1.982366E-06 2.799146E-07 5.483726E-03
-5.624524E-04 -2.148714E-02 7.191238E-08 2.000913E-06 2.772274E-07 5.483823E-03
-5.623225E-04 -2.148334E-02 7.241364E-08 2.019541E-06 2.745779E-07 5.483870E-03
-5.620128E-04 -2.148198E-02 7.296627E-08 2.038513E-06 2.719522E-07 5.483848E-03
-5.618982E-04 -2.148423E-02 7.357732E-08 2.058038E-06 2.693549E-07 5.483748E-03
-5.621722E-04 -2.148961E-02 7.424470E-08 2.078126E-06 2.668085E-07 5.483592E-03
-5.627354E-04 -2.149600E-02 7.495421E-08 2.098569E-06 2.643275E-07 5.483426E-03
-5.633092E-04 -2.150061E-02 7.568692E-08 2.119037E-06 2.619005E-07 5.483311E-03
-5.636536E-04 -2.150130E-02 7.642930E-08 2.139253E-06 2.594882E-07 5.483292E-03
-5.637143E-04 -2.149763E-02 7.718015E-08 2.159154E-06 2.570402E-07 5.483378E-03
-5.636175E-04 -2.149119E-02 7.794865E-08 2.178953E-06 2.545150E-07 5.483533E-03
-5.635550E-04 -2.148481E-02 7.875667E-08 2.199056E-06 2.519321E-07 5.483691E-03
-5.636621E-04 -2.148124E-02 7.962276E-08 2.219880E-06 2.493321E-07 5.483782E-03
-5.639585E-04 -2.148181E-02 8.055044E-08 2.241635E-06 2.467625E-07 5.483765E-03
-5.643605E-04 -2.148593E-02 8.153268E-08 2.264287E-06 2.442565E-07 5.483644E-03
-5.647361E-04 -2.149158E-02 8.255253E-08 2.287613E-06 2.417857E-07 5.483467E-03
-5.649736E-04 -2.149644E-02 8.359409E-08 2.311319E-06 2.393223E-07 5.483300E-03
-5.650386E-04 -2.149889E-02 8.465037E-08 2.335204E-06 2.368240E-07 5.483200E-03
-5.649981E-04 -2.149845E-02 8.572245E-08 2.359230E-06 2.342473E-07 5.483194E-03
-5.649906E-04 -2.149575E-02 8.681829E-08 2.383520E-06 2.315636E-07 5.483270E-03
-5.651454E-04 -2.149208E-02 8.793869E-08 2.408380E-06 2.287672E-07 5.483388E-03
-5.654901E-04 -2.148875E-02 8.907550E-08 2.433915E-06 2.258992E-07 5.483498E-03
-5.659151E-04 -2.148667E-02 9.019487E-08 2.459727E-06 2.230530E-07 5.483560E-03
-5.662369E-04 -2.148615E-02 9.130824E-08 2.485831E-06 2.202670E-07 5.483555E-03
-5.663311E-04 -2.148711E-02 9.240749E-08 2.512336E-06 2.175504E-07 5.483487E-03
-5.662371E-04 -2.148935E-02 9.349559E-08 2.539237E-06 2.148915E-07 5.483377E-03
-5.661405E-04 -2.149254E-02 9.457783E-08 2.566495E-06 2.122628E-07 5.483254E-03
-5.662371E-04 -2.149606E-02 9.565956E-08 2.594025E-06 2.096367E-07 5.483149E-03
-5.665817E-04 -2.149883E-02 9.674353E-08 2.621615E-06 2.069973E-07 5.483087E-03
-5.670429E-04 -2.149962E-02 9.781760E-08 2.649108E-06 2.043426E-07 5.483084E-03
-5.674032E-04 -2.149774E-02 9.887512E-08 2.676387E-06 2.016758E-07 5.483141E-03
-5.675234E-04 -2.149367E-02 9.991860E-08 2.703497E-06 1.989955E-07 5.483238E-03
-5.674423E-04 -2.148906E-02 1.009648E-07 2.730640E-06 1.962976E-07 5.483337E-03
-5.673396E-04 -2.148602E-02 1.020401E-07 2.758052E-06 1.935857E-07 5.483392E-03
-5.673963E-04 -2.148605E-02 1.031533E-07 2.786010E-06 1.908726E-07 5.483372E-03
-5.676651E-04 -2.148924E-02 1.042988E-07 2.814555E-06 1.881847E-07 5.483274E-03
-5.680451E-04 -2.149423E-02 1.054659E-07 2.843496E-06 1.855488E-07 5.483128E-03
-5.683697E-04 -2.149891E-02 1.066355E-07 2.872496E-06 1.829619E-07 5.482984E-03
-5.685312E-04 -2.150147E-02 1.077907E-07 2.901251E-06 1.803888E-07 5.482893E-03
-5.685469E-04 -2.150117E-02 1.089304E-07 2.929649E-06 1.777929E-07 5.482882E-03
-5.685283E-04 -2.149852E-02 1.100597E-07 2.957764E-06 1.751347E-07 5.482944E-03
-5.685914E-04 -2.149488E-02 1.111786E-07 2.985749E-06 1.723903E-07 5.483044E-03
-5.687802E-04 -2.149174E-02 1.123027E-07 3.013854E-06 1.695814E-07 5.483134E-03
-5.690515E-04 -2.149020E-02 1.134398E-07 3.042230E-06 1.667453E-07 5.483177E-03
-5.693166E-04 -2.149060E-02 1.145905E-07 3.070894E-06 1.639175E-07 5.483153E-03
-5.695017E-04 -2.149261E-02 1.157499E-07 3.099748E-06 1.611175E-07 5.483070E-03
-5.695882E-04 -2.149550E-02 1.169116E-07 3.128635E-06 1.583430E-07 5.482955E-03
-5.696167E-04 -2.149843E-02 1.180702E-07 3.157394E-06 1.555786E-07 5.482843E-03
-5.696606E-04 -2.150069E-02 1.192236E-07 3.185885E-06 1.528041E-07 5.482762E-03
-5.697836E-04 -2.150179E-02 1.203689E-07 3.214028E-06 1.499945E-07 5.482729E-03
-5.700022E-04 -2.150151E-02 1.215037E-07 3.241780E-06 1.471351E-07 5.482745E-03
-5.702730E-04 -2.149990E-02 1.226279E-07 3.269132E-06 1.442308E-07 5.482798E-03
-5.705147E-04 -2.149743E-02 1.237435E-07 3.296131E-06 1.412979E-07 5.482865E-03
-5.706579E-04 -2.149491E-02 1.248558E-07 3.322881E-06 1.383563E-07 5.482918E-03
-5.706943E-04 -2.149334E-02 1.259725E-07 3.349516E-06 1.354256E-07 5.482934E-03
-5.706882E-04 -2.149354E-02 1.271055E-07 3.376153E-06 1.325302E-07 5.482900E-03
-5.707368E-04 -2.149570E-02 1.282570E-07 3.402828E-06 1.296665E-07 5.482818E-03
-5.709034E-04 -2.149924E-02 1.294222E-07 3.429440E-06 1.268299E-07 5.482708E-03
-5.711695E-04 -2.150292E-02 1.305895E-07 3.455766E-06 1.240179E-07 5.482601E-03
-5.714460E-04 -2.150535E-02 1.317401E-07 3.481581E-06 1.212289E-07 5.482531E-03
-5.716364E-04 -2.150560E-02 1.328590E-07 3.506767E-06 1.184580E-07 5.482518E-03
-5.717070E-04 -2.150366E-02 1.339535E-07 3.531238E-06 1.156951E-07 5.482561E-03
-5.717099E-04 -2.150052E-02 1.350367E-07 3.554912E-06 1.129409E-07 5.482637E-03
-5.717425E-04 -2.149762E-02 1.361038E-07 3.577818E-06 1.102218E-07 5.482708E-03
-5.718745E-04 -2.149625E-02 1.371705E-07 3.600235E-06 1.075494E-07 5.482739E-03
-5.720986E-04 -2.149693E-02 1.382395E-07 3.622235E-06 1.049486E-07 5.482713E-03
-5.723415E-04 -2.149929E-02 1.393070E-07 3.643726E-06 1.024350E-07 5.482635E-03
-5.725222E-04 -2.150239E-02 1.403616E-07 3.664509E-06 1.000212E-07 5.482529E-03
-5.726121E-04 -2.150515E-02 1.413950E-07 3.684384E-06 9.769579E-08 5.482430E-03
-5.726500E-04 -2.150684E-02 1.424189E-07 3.703422E-06 9.541500E-08 5.482365E-03
-5.727084E-04 -2.150718E-02 1.434271E-07 3.721588E-06 9.314797E-08 5.482349E-03
-5.728381E-04 -2.150633E-02 1.444198E-07 3.738914E-06 9.088080E-08 5.482375E-03
-5.730356E-04 -2.150472E-02 1.453999E-07 3.755482E-06 8.861896E-08 5.482426E-03
-5.732506E-04 -2.150293E-02 1.463709E-07 3.771385E-06 8.638301E-08 5.482477E-03
-5.734250E-04 -2.150156E-02 1.473359E-07 3.786711E-06 8.419636E-08 5.482507E-03
-5.735315E-04 -2.150111E-02 1.482981E-07 3.801530E-06 8.207560E-08 5.482500E-03
-5.735881E-04 -2.150187E-02 1.492596E-07 3.815881E-06 8.002629E-08 5.482454E-03
-5.736423E-04 -2.150378E-02 1.502209E-07 3.829756E-06 7.804327E-08 5.482378E-03
-5.737398E-04 -2.150639E-02 1.511856E-07 3.843155E-06 7.610713E-08 5.482290E-03
-5.738978E-04 -2.150894E-02 1.521376E-07 3.855877E-06 7.421521E-08 5.482213E-03
-5.740969E-04 -2.151060E-02 1.530644E-07 3.867711E-06 7.236916E-08 5.482166E-03
-5.742937E-04 -2.151082E-02 1.539591E-07 3.878549E-06 7.055674E-08 5.482161E-03
-5.744471E-04 -2.150957E-02 1.548248E-07 3.888438E-06 6.874424E-08 5.482193E-03
-5.745421E-04 -2.150741E-02 1.556652E-07 3.897466E-06 6.693646E-08 5.482246E-03
-5.745992E-04 -2.150531E-02 1.564852E-07 3.905706E-06 6.516345E-08 5.482292E-03
-5.746625E-04 -2.150425E-02 1.572981E-07 3.913330E-06 6.344034E-08 5.482309E-03
-5.747717E-04 -2.150478E-02 1.581079E-07 3.920433E-06 6.176842E-08 5.482282E-03
-5.749361E-04 -2.150681E-02 1.589154E-07 3.926996E-06 6.015093E-08 5.482214E-03
-5.751278E-04 -2.150963E-02 1.597149E-07 3.932877E-06 5.858671E-08 5.482124E-03
-5.753006E-04 -2.151225E-02 1.604933E-07 3.937861E-06 5.707479E-08 5.482039E-03
-5.754227E-04 -2.151382E-02 1.612404E-07 3.941762E-06 5.560533E-08 5.481984E-03
-5.754989E-04 -2.151397E-02 1.619512E-07 3.944496E-06 5.416207E-08 5.481970E-03
-5.755671E-04 -2.151291E-02 1.626281E-07 3.946102E-06 5.272973E-08 5.481995E-03
-5.756694E-04 -2.151126E-02 1.632800E-07 3.946713E-06 5.130944E-08 5.482039E-03
-5.758211E-04 -2.150977E-02 1.639178E-07 3.946484E-06 4.992289E-08 5.482080E-03
-5.759998E-04 -2.150903E-02 1.645504E-07 3.945524E-06 4.860337E-08 5.482095E-03
-5.761629E-04 -2.150930E-02 1.651994E-07 3.944122E-06 4.734290E-08 5.482076E-03
-5.762803E-04 -2.151052E-02 1.658813E-07 3.942536E-06 4.612094E-08 5.482023E-03
-5.763563E-04 -2.151238E-02 1.665938E-07 3.940841E-06 4.492145E-08 5.481952E-03
-5.764255E-04 -2.151443E-02 1.673246E-07 3.938931E-06 4.373493E-08 5.481878E-03
-5.765267E-04 -2.151617E-02 1.680669E-07 3.936732E-06 4.254664E-08 5.481821E-03
-5.766749E-04 -2.151718E-02 1.688135E-07 3.934183E-06 4.133976E-08 5.481791E-03
