dump_lebedeva_073.cfg:2 3.65 3.65 3.35 -9.92118e-06 8.33009e-06 8.33009e-06 -4.39462e-06 
dump_lebedeva_074.cfg:2 3.7 3.7 3.35 -1.03477e-05 8.73582e-06 8.73582e-06 -4.64524e-06 
dump_lebedeva_075.cfg:2 3.75 3.75 3.35 -1.07951e-05 9.16377e-06 9.16377e-06 -4.91178e-06 
dump_lebedeva_076.cfg:2 3.8 3.8 3.35 -1.12645e-05 9.61529e-06 9.61529e-06 -5.19536e-06 
dump_lebedeva_077.cfg:2 3.85 3.85 3.35 -1.17571e-05 1.00918e-05 1.00918e-05 -5.49717e-06 
dump_lebedeva_078.cfg:2 3.9 3.9 3.35 -1.22741e-05 1.05949e-05 1.05949e-05 -5.8185e-06 
dump_lebedeva_079.cfg:2 3.95 3.95 3.35 -1.2817e-05 1.11261e-05 1.11261e-05 -6.16074e-06 
dump_lebedeva_080.cfg:2 4 4 3.35 -1.33872e-05 1.16872e-05 1.16872e-05 -6.52537e-06 
dump_lebedeva_081.cfg:2 4.05 4.05 3.35 -1.39863e-05 1.22801e-05 1.22801e-05 -6.91402e-06 
dump_lebedeva_082.cfg:2 4.1 4.1 3.35 -1.46158e-05 1.29067e-05 1.29067e-05 -7.32841e-06 
dump_lebedeva_083.cfg:2 4.15 4.15 3.35 -1.52776e-05 1.35692e-05 1.35692e-05 -7.77041e-06 
dump_lebedeva_084.cfg:2 4.2 4.2 3.35 -1.59734e-05 1.42698e-05 1.42698e-05 -8.24204e-06 
dump_lebedeva_085.cfg:2 4.25 4.25 3.35 -1.67052e-05 1.50109e-05 1.50109e-05 -8.74547e-06 
dump_lebedeva_086.cfg:2 4.3 4.3 3.35 -1.74752e-05 1.57951e-05 1.57951e-05 -9.28307e-06 
dump_lebedeva_087.cfg:2 4.35 4.35 3.35 -1.82855e-05 1.66251e-05 1.66251e-05 -9.85736e-06 
dump_lebedeva_088.cfg:2 4.4 4.4 3.35 -1.91385e-05 1.75039e-05 1.75039e-05 -1.04711e-05 
dump_lebedeva_089.cfg:2 4.45 4.45 3.35 -2.00367e-05 1.84346e-05 1.84346e-05 -1.11272e-05 
dump_lebedeva_090.cfg:2 4.5 4.5 3.35 -2.09829e-05 1.94207e-05 1.94207e-05 -1.1829e-05 
dump_lebedeva_091.cfg:2 4.55 4.55 3.35 -2.19798e-05 2.04656e-05 2.04656e-05 -1.25798e-05 
dump_lebedeva_092.cfg:2 4.6 4.6 3.35 -2.30305e-05 2.15733e-05 2.15733e-05 -1.33834e-05 
dump_lebedeva_093.cfg:2 4.65 4.65 3.35 -2.41382e-05 2.27478e-05 2.27478e-05 -1.42439e-05 
dump_lebedeva_094.cfg:2 4.7 4.7 3.35 -2.53065e-05 2.39936e-05 2.39936e-05 -1.51657e-05 
dump_lebedeva_095.cfg:2 4.75 4.75 3.35 -2.65389e-05 2.53153e-05 2.53153e-05 -1.61536e-05 
dump_lebedeva_096.cfg:2 4.8 4.8 3.35 -2.78393e-05 2.67182e-05 2.67182e-05 -1.72127e-05 
dump_lebedeva_097.cfg:2 4.85 4.85 3.35 -2.92121e-05 2.82074e-05 2.82074e-05 -1.83485e-05 
dump_lebedeva_098.cfg:2 4.9 4.9 3.35 -3.06616e-05 2.9789e-05 2.9789e-05 -1.95673e-05 
dump_lebedeva_099.cfg:2 4.95 4.95 3.35 -3.21926e-05 3.1469e-05 3.1469e-05 -2.08755e-05 
dump_lebedeva_100.cfg:2 5 5 3.35 -3.38103e-05 3.32542e-05 3.32542e-05 -2.22803e-05 
dump_lebedeva_101.cfg:2 5.05 5.05 3.35 -3.55199e-05 3.51516e-05 3.51516e-05 -2.37895e-05 
dump_lebedeva_102.cfg:2 5.1 5.1 3.35 -3.73274e-05 3.7169e-05 3.7169e-05 -2.54115e-05 
dump_lebedeva_103.cfg:2 5.15 5.15 3.35 -3.9239e-05 3.93146e-05 3.93146e-05 -2.71554e-05 
dump_lebedeva_104.cfg:2 5.2 5.2 3.35 -4.12612e-05 4.15971e-05 4.15971e-05 -2.90313e-05 
dump_lebedeva_105.cfg:2 5.25 5.25 3.35 -4.34011e-05 4.4026e-05 4.4026e-05 -3.10499e-05 
dump_lebedeva_106.cfg:2 5.3 5.3 3.35 -4.56664e-05 4.66115e-05 4.66115e-05 -3.32231e-05 
dump_lebedeva_107.cfg:2 5.35 5.35 3.35 -4.80651e-05 4.93643e-05 4.93643e-05 -3.55636e-05 
dump_lebedeva_108.cfg:2 5.4 5.4 3.35 -5.06058e-05 5.22962e-05 5.22962e-05 -3.80853e-05 
dump_lebedeva_109.cfg:2 5.45 5.45 3.35 -5.32979e-05 5.54196e-05 5.54196e-05 -4.08035e-05 
dump_lebedeva_110.cfg:2 5.5 5.5 3.35 -5.61512e-05 5.8748e-05 5.8748e-05 -4.37346e-05 
dump_lebedeva_111.cfg:2 5.55 5.55 3.35 -5.91763e-05 6.22957e-05 6.22957e-05 -4.68968e-05 
dump_lebedeva_112.cfg:2 5.6 5.6 3.35 -6.23847e-05 6.60782e-05 6.60782e-05 -5.03095e-05 
dump_lebedeva_113.cfg:2 5.65 5.65 3.35 -6.57883e-05 7.01119e-05 7.01119e-05 -5.39942e-05 
dump_lebedeva_114.cfg:2 5.7 5.7 3.35 -6.94003e-05 7.44146e-05 7.44146e-05 -5.79742e-05 
dump_lebedeva_115.cfg:2 5.75 5.75 3.35 -7.32346e-05 7.90054e-05 7.90054e-05 -6.22749e-05 
dump_lebedeva_116.cfg:2 5.8 5.8 3.35 -7.7306e-05 8.39045e-05 8.39045e-05 -6.69239e-05 
dump_lebedeva_117.cfg:2 5.85 5.85 3.35 -8.16306e-05 8.91338e-05 8.91338e-05 -7.19515e-05 
dump_lebedeva_118.cfg:2 5.9 5.9 3.35 -8.62253e-05 9.47167e-05 9.47167e-05 -7.73906e-05 
dump_lebedeva_119.cfg:2 5.95 5.95 3.35 -9.11085e-05 0.000100678 0.000100678 -8.32771e-05 
dump_lebedeva_120.cfg:2 6 6 3.35 -9.62998e-05 0.000107044 0.000107044 -8.96501e-05 
dump_lebedeva_121.cfg:2 6.05 6.05 3.35 -0.00010182 0.000113845 0.000113845 -9.65522e-05 
dump_lebedeva_122.cfg:2 6.1 6.1 3.35 -0.000107692 0.000121109 0.000121109 -0.00010403 
dump_lebedeva_123.cfg:2 6.15 6.15 3.35 -0.000113939 0.000128869 0.000128869 -0.000112134 
dump_lebedeva_124.cfg:2 6.2 6.2 3.35 -0.000120588 0.000137161 0.000137161 -0.00012092 
dump_lebedeva_125.cfg:2 6.25 6.25 3.35 -0.000127665 0.00014602 0.00014602 -0.000130447 
dump_lebedeva_126.cfg:2 6.3 6.3 3.35 -0.0001352 0.000155486 0.000155486 -0.000140781 
dump_lebedeva_127.cfg:2 6.35 6.35 3.35 -0.000143224 0.000165599 0.000165599 -0.000151993 
dump_lebedeva_128.cfg:2 6.4 6.4 3.35 -0.000151771 0.000176402 0.000176402 -0.000164159 
dump_lebedeva_129.cfg:2 6.45 6.45 3.35 -0.000160877 0.000187942 0.000187942 -0.000177363 
dump_lebedeva_130.cfg:2 6.5 6.5 3.35 -0.000170579 0.000200265 0.000200265 -0.000191696 
dump_lebedeva_131.cfg:2 6.55 6.55 3.35 -0.000180917 0.000213422 0.000213422 -0.000207254 
dump_lebedeva_132.cfg:2 6.6 6.6 3.35 -0.000191936 0.000227463 0.000227463 -0.000224142 
dump_lebedeva_133.cfg:2 6.65 6.65 3.35 -0.000203679 0.000242442 0.000242442 -0.000242475 
dump_lebedeva_134.cfg:2 6.7 6.7 3.35 -0.000216196 0.000258414 0.000258414 -0.000262372 
dump_lebedeva_135.cfg:2 6.75 6.75 3.35 -0.000229538 0.000275433 0.000275433 -0.000283962 
dump_lebedeva_136.cfg:2 6.8 6.8 3.35 -0.000243758 0.000293556 0.000293556 -0.000307385 
dump_lebedeva_137.cfg:2 6.85 6.85 3.35 -0.000258913 0.000312838 0.000312838 -0.000332786 
dump_lebedeva_138.cfg:2 6.9 6.9 3.35 -0.000275062 0.000333333 0.000333333 -0.000360319 
dump_lebedeva_139.cfg:2 6.95 6.95 3.35 -0.000292267 0.000355095 0.000355095 -0.000390146 
dump_lebedeva_140.cfg:2 7 7 3.35 -0.000310593 0.000378175 0.000378175 -0.000422436 
dump_lebedeva_141.cfg:2 7.05 7.05 3.35 -0.000330108 0.000402619 0.000402619 -0.000457365 
dump_lebedeva_142.cfg:2 7.1 7.1 3.35 -0.000350879 0.000428469 0.000428469 -0.000495113 
dump_lebedeva_143.cfg:2 7.15 7.15 3.35 -0.000372979 0.000455762 0.000455762 -0.000535863 
dump_lebedeva_144.cfg:2 7.2 7.2 3.35 -0.00039648 0.000484526 0.000484526 -0.000579799 
dump_lebedeva_145.cfg:2 7.25 7.25 3.35 -0.000421456 0.000514779 0.000514779 -0.000627106 
dump_lebedeva_146.cfg:2 7.3 7.3 3.35 -0.000447982 0.000546532 0.000546532 -0.000677963 
dump_lebedeva_147.cfg:2 7.35 7.35 3.35 -0.000476134 0.000579777 0.000579777 -0.00073254 
dump_lebedeva_148.cfg:2 7.4 7.4 3.35 -0.000505985 0.000614495 0.000614495 -0.000790995 
dump_lebedeva_149.cfg:2 7.45 7.45 3.35 -0.000537607 0.000650647 0.000650647 -0.000853465 
dump_lebedeva_150.cfg:2 7.5 7.5 3.35 -0.000571072 0.00068817 0.00068817 -0.000920065 
dump_lebedeva_151.cfg:2 7.55 7.55 3.35 -0.000606446 0.000726976 0.000726976 -0.000990869 
dump_lebedeva_152.cfg:2 7.6 7.6 3.35 -0.000643789 0.000766944 0.000766944 -0.00106591 
dump_lebedeva_153.cfg:2 7.65 7.65 3.35 -0.000683157 0.000807914 0.000807914 -0.00114516 
dump_lebedeva_154.cfg:2 7.7 7.7 3.35 -0.000724594 0.000849679 0.000849679 -0.00122852 
dump_lebedeva_155.cfg:2 7.75 7.75 3.35 -0.000768134 0.000891973 0.000891973 -0.00131579 
dump_lebedeva_156.cfg:2 7.8 7.8 3.35 -0.000813794 0.000934461 0.000934461 -0.00140665 
dump_lebedeva_157.cfg:2 7.85 7.85 3.35 -0.000861576 0.000976723 0.000976723 -0.00150065 
dump_lebedeva_158.cfg:2 7.9 7.9 3.35 -0.000911454 0.00101824 0.00101824 -0.00159712 
dump_lebedeva_159.cfg:2 7.95 7.95 3.35 -0.000963377 0.00105837 0.00105837 -0.00169522 
dump_lebedeva_160.cfg:2 8 8 3.35 -0.00101726 0.00109635 0.00109635 -0.0017938 
dump_lebedeva_161.cfg:2 8.05 8.05 3.35 -0.00107296 0.00113122 0.00113122 -0.00189141 
dump_lebedeva_162.cfg:2 8.1 8.1 3.35 -0.00113031 0.00116189 0.00116189 -0.0019862 
dump_lebedeva_163.cfg:2 8.15 8.15 3.35 -0.00118906 0.00118703 0.00118703 -0.0020759 
dump_lebedeva_164.cfg:2 8.2 8.2 3.35 -0.00124889 0.00120514 0.00120514 -0.00215768 
dump_lebedeva_165.cfg:2 8.25 8.25 3.35 -0.00130942 0.00121448 0.00121448 -0.00222816 
dump_lebedeva_166.cfg:2 8.3 8.3 3.35 -0.00137016 0.0012131 0.0012131 -0.00228327 
dump_lebedeva_167.cfg:2 8.35 8.35 3.35 -0.00143052 0.00119887 0.00119887 -0.00231823 
dump_lebedeva_168.cfg:2 8.4 8.4 3.35 -0.0014898 0.00116948 0.00116948 -0.00232745 
dump_lebedeva_169.cfg:2 8.45 8.45 3.35 -0.00154717 0.0011225 0.0011225 -0.00230454 
dump_lebedeva_170.cfg:2 8.5 8.5 3.35 -0.00160171 0.00105547 0.00105547 -0.00224225 
dump_lebedeva_171.cfg:2 8.55 8.55 3.35 -0.00165235 0.000965967 0.000965967 -0.00213251 
dump_lebedeva_172.cfg:2 8.6 8.6 3.35 -0.0016979 0.000851713 0.000851713 -0.00196648 
dump_lebedeva_173.cfg:2 8.65 8.65 3.35 -0.00173707 0.000710734 0.000710734 -0.00173463 
dump_lebedeva_174.cfg:2 8.7 8.7 3.35 -0.0017685 0.000541499 0.000541499 -0.00142693 
dump_lebedeva_175.cfg:2 8.75 8.75 3.35 -0.00179074 0.000343087 0.000343087 -0.00103307 
dump_lebedeva_176.cfg:2 8.8 8.8 3.35 -0.00180232 0.000115357 0.000115357 -0.000542695 
dump_lebedeva_177.cfg:2 8.85 8.85 3.35 -0.0018018 -0.000140879 -0.000140879 5.41894e-05 
dump_lebedeva_178.cfg:2 8.9 8.9 3.35 -0.00178779 -0.000423708 -0.000423708 0.000766841 
dump_lebedeva_179.cfg:2 8.95 8.95 3.35 -0.00175903 -0.000729982 -0.000729982 0.0016033 
dump_lebedeva_180.cfg:2 9 9 3.35 -0.00171447 -0.00105523 -0.00105523 0.0025699 
dump_lebedeva_181.cfg:2 9.05 9.05 3.35 -0.00165329 -0.00139363 -0.00139363 0.0036707 
dump_lebedeva_182.cfg:2 9.1 9.1 3.35 -0.00157501 -0.00173803 -0.00173803 0.004907 
dump_lebedeva_183.cfg:2 9.15 9.15 3.35 -0.00147953 -0.00208003 -0.00208003 0.00627678 
dump_lebedeva_184.cfg:2 9.2 9.2 3.35 -0.0013672 -0.0024102 -0.0024102 0.00777429 
dump_lebedeva_185.cfg:2 9.25 9.25 3.35 -0.00123887 -0.00271832 -0.00271832 0.00938966 
dump_lebedeva_186.cfg:2 9.3 9.3 3.35 -0.00109592 -0.00299369 -0.00299369 0.0111087 
dump_lebedeva_187.cfg:2 9.35 9.35 3.35 -0.00094023 -0.00322559 -0.00322559 0.0129126 
dump_lebedeva_188.cfg:2 9.4 9.4 3.35 -0.000774254 -0.00340369 -0.00340369 0.0147786 
dump_lebedeva_189.cfg:2 9.45 9.45 3.35 -0.000600916 -0.00351856 -0.00351856 0.0166793 
dump_lebedeva_190.cfg:2 9.5 9.5 3.35 -0.000423587 -0.00356214 -0.00356214 0.0185843 
dump_lebedeva_191.cfg:2 9.55 9.55 3.35 -0.000245994 -0.00352827 -0.00352827 0.0204597 
dump_lebedeva_192.cfg:2 9.6 9.6 3.35 -7.21178e-05 -0.00341303 -0.00341303 0.0222702 
dump_lebedeva_193.cfg:2 9.65 9.65 3.35 9.39296e-05 -0.00321513 -0.00321513 0.023979 
dump_lebedeva_194.cfg:2 9.7 9.7 3.35 0.000248042 -0.00293614 -0.00293614 0.0255499 
dump_lebedeva_195.cfg:2 9.75 9.75 3.35 0.000386266 -0.00258056 -0.00258056 0.0269479 
dump_lebedeva_196.cfg:2 9.8 9.8 3.35 0.000504944 -0.0021558 -0.0021558 0.0281408 
dump_lebedeva_197.cfg:2 9.85 9.85 3.35 0.00060086 -0.00167196 -0.00167196 0.0291004 
dump_lebedeva_198.cfg:2 9.9 9.9 3.35 0.000671363 -0.00114156 -0.00114156 0.0298033 
dump_lebedeva_199.cfg:2 9.95 9.95 3.35 0.000714479 -0.000578996 -0.000578996 0.0302321 
dump_lebedeva_200.cfg:2 10 10 3.35 0.000728988 8.26726e-17 8.26726e-17 0.0303763 
dump_lebedeva_201.cfg:2 10.05 10.05 3.35 0.000714479 0.000578996 0.000578996 0.0302321 
dump_lebedeva_202.cfg:2 10.1 10.1 3.35 0.000671363 0.00114156 0.00114156 0.0298033 
dump_lebedeva_203.cfg:2 10.15 10.15 3.35 0.00060086 0.00167196 0.00167196 0.0291004 
dump_lebedeva_204.cfg:2 10.2 10.2 3.35 0.000504944 0.0021558 0.0021558 0.0281408 
dump_lebedeva_205.cfg:2 10.25 10.25 3.35 0.000386266 0.00258056 0.00258056 0.0269479 
dump_lebedeva_206.cfg:2 10.3 10.3 3.35 0.000248042 0.00293614 0.00293614 0.0255499 
dump_lebedeva_207.cfg:2 10.35 10.35 3.35 9.39296e-05 0.00321513 0.00321513 0.023979 
dump_lebedeva_208.cfg:2 10.4 10.4 3.35 -7.21178e-05 0.00341303 0.00341303 0.0222702 
dump_lebedeva_209.cfg:2 10.45 10.45 3.35 -0.000245994 0.00352827 0.00352827 0.0204597 
dump_lebedeva_210.cfg:2 10.5 10.5 3.35 -0.000423587 0.00356214 0.00356214 0.0185843 
dump_lebedeva_211.cfg:2 10.55 10.55 3.35 -0.000600916 0.00351856 0.00351856 0.0166793 
dump_lebedeva_212.cfg:2 10.6 10.6 3.35 -0.000774254 0.00340369 0.00340369 0.0147786 
dump_lebedeva_213.cfg:2 10.65 10.65 3.35 -0.00094023 0.00322559 0.00322559 0.0129126 
dump_lebedeva_214.cfg:2 10.7 10.7 3.35 -0.00109592 0.00299369 0.00299369 0.0111087 
dump_lebedeva_215.cfg:2 10.75 10.75 3.35 -0.00123887 0.00271832 0.00271832 0.00938966 
dump_lebedeva_216.cfg:2 10.8 10.8 3.35 -0.0013672 0.0024102 0.0024102 0.00777429 
dump_lebedeva_217.cfg:2 10.85 10.85 3.35 -0.00147953 0.00208003 0.00208003 0.00627678 
dump_lebedeva_218.cfg:2 10.9 10.9 3.35 -0.00157501 0.00173803 0.00173803 0.004907 
dump_lebedeva_219.cfg:2 10.95 10.95 3.35 -0.00165329 0.00139363 0.00139363 0.0036707 
dump_lebedeva_220.cfg:2 11 11 3.35 -0.00171447 0.00105523 0.00105523 0.0025699 
dump_lebedeva_221.cfg:2 11.05 11.05 3.35 -0.00175903 0.000729982 0.000729982 0.0016033 
dump_lebedeva_222.cfg:2 11.1 11.1 3.35 -0.00178779 0.000423708 0.000423708 0.000766841 
dump_lebedeva_223.cfg:2 11.15 11.15 3.35 -0.0018018 0.000140879 0.000140879 5.41894e-05 
dump_lebedeva_224.cfg:2 11.2 11.2 3.35 -0.00180232 -0.000115357 -0.000115357 -0.000542695 
dump_lebedeva_225.cfg:2 11.25 11.25 3.35 -0.00179074 -0.000343087 -0.000343087 -0.00103307 
dump_lebedeva_226.cfg:2 11.3 11.3 3.35 -0.0017685 -0.000541499 -0.000541499 -0.00142693 
dump_lebedeva_227.cfg:2 11.35 11.35 3.35 -0.00173707 -0.000710734 -0.000710734 -0.00173463 
dump_lebedeva_228.cfg:2 11.4 11.4 3.35 -0.0016979 -0.000851713 -0.000851713 -0.00196648 
dump_lebedeva_229.cfg:2 11.45 11.45 3.35 -0.00165235 -0.000965967 -0.000965967 -0.00213251 
dump_lebedeva_230.cfg:2 11.5 11.5 3.35 -0.00160171 -0.00105547 -0.00105547 -0.00224225 
dump_lebedeva_231.cfg:2 11.55 11.55 3.35 -0.00154717 -0.0011225 -0.0011225 -0.00230454 
dump_lebedeva_232.cfg:2 11.6 11.6 3.35 -0.0014898 -0.00116948 -0.00116948 -0.00232745 
