############################################################
# group name of the atoms under study      : all
# total number of atoms in the group       : 200
# dimension of the system                  : 3 D
# number of atoms per unit cell            : 2
# dimension of the FFT mesh                : 10 x 10 x 1
# number of wait steps before measurement  : 1000000
# frequency of the measurement             : 10
# output result after this many measurement: 50000
# number of processors used by this run    : 4
############################################################
# mapping information between lattice indices and atom id
# nx ny nz nucell
10 10 1 2
# l1 l2 l3 k atom_id
0 0.6 0 7.54342 1.14964e-16 -0.000232356 -0.00422193 0.00728633 0.00626353 -2.26509 -2.18353 -0.00956879 0.0049884 0.00373069 0.00570847 -0.000232356 0.00422193 9.42377 -2.56155e-20 0.0252172 0.0198511 0.0118469 -0.00429529 -4.39389 -1.2605 -0.0102005 -0.0345637 0.00728633 -0.00626353 0.0252172 -0.0198511 0.966017 7.29181e-21 -0.00409151 -0.00379111 -0.0329568 0.0144462 -0.638619 -0.316828 -2.26509 2.18353 0.0118469 0.00429529 -0.00409151 0.00379111 7.52769 9.53305e-17 0.00248561 0.00832107 -0.0102668 -0.00734491 -0.00956879 -0.0049884 -4.39389 1.2605 -0.0329568 -0.0144462 0.00248561 -0.00832107 9.44137 -2.61678e-20 0.0209772 0.026983 0.00373069 -0.00570847 -0.0102005 0.0345637 -0.638619 0.316828 -0.0102668 0.00734491 0.0209772 -0.026983 0.966374 -2.33338e-20
0 0.7 0 7.83341 -6.94766e-19 -0.00282051 -0.0254569 0.0120837 -0.0135292 -4.05366 -3.46921 0.000286961 0.0229977 -0.017155 0.00422589 -0.00282051 0.0254569 9.30184 -8.95685e-20 0.0098689 -0.0241304 -0.0264623 0.0128054 -5.59148 -2.21746 -0.0183196 0.0166895 0.0120837 0.0135292 0.0098689 0.0241304 1.16557 -3.34697e-16 -0.000829028 0.0184485 0.00880719 -0.0231862 -0.924326 -0.521473 -4.05366 3.46921 -0.0264623 -0.0128054 -0.000829028 -0.0184485 7.82731 3.81028e-16 0.00703505 0.0214573 -0.00689318 0.0157676 0.000286961 -0.0229977 -5.59148 2.21746 0.00880719 0.0231862 0.00703505 -0.0214573 9.27492 -1.90232e-16 0.00156962 -0.024344 -0.017155 -0.00422589 -0.0183196 -0.0166895 -0.924326 0.521473 -0.00689318 -0.0157676 0.00156962 0.024344 1.16598 -3.50642e-16
0 0.8 0 8.30566 -4.00549e-20 0.0175437 0.0455312 0.00373773 0.00519943 -6.35143 -3.49184 0.0423392 -0.052135 -0.000786938 -0.00551899 0.0175437 -0.0455312 9.03774 3.02882e-19 -0.00728692 0.01393 -0.0334937 0.0392115 -7.18405 -2.19161 0.0109126 -0.0108956 0.00373773 -0.00519943 -0.00728692 -0.01393 1.36922 1.09861e-20 -0.00605697 0.00203537 0.00362706 0.00467695 -1.24519 -0.513571 -6.35143 3.49184 -0.0334937 -0.0392115 -0.00605697 -0.00203537 8.31261 0 -0.0217653 0.0699163 0.00483789 0.00393172 0.0423392 0.052135 -7.18405 2.19161 0.00362706 -0.00467695 -0.0217653 -0.0699163 9.02324 -1.98725e-20 -0.00436058 0.00383778 -0.000786938 0.00551899 0.0109126 0.0108956 -1.24519 0.513571 0.00483789 -0.00393172 -0.00436058 -0.00383778 1.3692 7.61083e-21
0 0.9 0 8.45865 1.57132e-17 0.0313848 0.0670883 -0.0194283 -0.0306074 -7.92913 -2.07792 -0.0181389 -0.0708635 0.0126554 0.0339813 0.0313848 -0.0670883 8.67588 -2.09223e-15 0.0204623 -0.00283143 -0.0472365 0.055147 -8.15204 -1.3109 -0.020654 -0.0011563 -0.0194283 0.0306074 0.0204623 0.00283143 1.53359 1.94079e-14 0.0260891 -0.0246201 -0.0209036 -0.00569665 -1.49974 -0.313909 -7.92913 2.07792 -0.0472365 -0.055147 0.0260891 0.0246201 8.45412 1.45863e-19 0.0369009 0.0638466 -0.0205221 -0.0295213 -0.0181389 0.0708635 -8.15204 1.3109 -0.0209036 0.00569665 0.0369009 -0.0638466 8.67941 -2.43673e-15 0.0215228 -0.00163985 0.0126554 -0.0339813 -0.020654 0.0011563 -1.49974 0.313909 -0.0205221 0.0295213 0.0215228 0.00163985 1.53362 1.94137e-14
0.1 0 0 8.63405 -2.30479e-15 -0.251505 0.0902588 -0.0200921 0.0283569 -8.10842 1.50294 0.226912 0.210491 0.0138952 -0.0318501 -0.251505 -0.0902588 8.40011 2.08034e-16 0.0145352 -0.0274183 0.261995 0.390068 -7.87351 1.85334 -0.00849917 0.0299827 -0.0200921 -0.0283569 0.0145352 0.0274183 1.50592 -1.51669e-19 0.0237586 0.025603 -0.0189573 -0.0250725 -1.4727 0.308256 -8.10842 -1.50294 0.261995 -0.390068 0.0237586 -0.025603 8.6529 -2.37234e-15 -0.249272 0.0921308 -0.0179517 0.0299637 0.226912 -0.210491 -7.87351 -1.85334 -0.0189573 0.0250725 -0.249272 -0.0921308 8.39931 -1.40264e-16 0.0134885 -0.0286662 0.0138952 0.0318501 -0.00849917 -0.0299827 -1.4727 -0.308256 -0.0179517 -0.0299637 0.0134885 0.0286662 1.50603 -1.5239e-19
0.1 0.1 0 8.55059 -4.58596e-15 0.0741026 0.00258149 0.00617343 -0.0119093 -7.35771 3.51319 0.142452 0.314926 -0.000811073 0.013106 0.0741026 -0.00258149 8.41889 4.6169e-15 0.0333381 0.03106 0.141101 0.313651 -7.48064 3.12486 -0.0432306 -0.0147286 0.00617343 0.0119093 0.0333381 -0.03106 1.53352 3.88207e-14 -0.00850281 -0.00738503 -0.0194674 0.0412184 -1.39771 0.627467 -7.35771 -3.51319 0.141101 -0.313651 -0.00850281 0.00738503 8.55113 -3.42424e-15 0.0756176 -0.00285049 0.00479192 -0.0100499 0.142452 -0.314926 -7.48064 -3.12486 -0.0194674 -0.0412184 0.0756176 0.00285049 8.41643 4.18376e-15 0.0345653 0.0296789 -0.000811073 -0.013106 -0.0432306 0.0147286 -1.39771 -0.627467 0.00479192 0.0100499 0.0345653 -0.0296789 1.53341 3.87217e-14
0.1 0.2 0 8.30095 4.0364e-16 0.265703 -0.160554 0.00364984 0.00646589 -5.64274 4.77479 0.0682908 0.30432 -0.00727003 -0.00287914 0.265703 0.160554 8.64369 -1.53714e-17 0.00553504 0.00923083 0.109312 0.347206 -6.42802 3.98624 -0.00977231 -0.00505745 0.00364984 -0.00646589 0.00553504 -0.00923083 1.40387 -4.46624e-21 0.000176312 0.00915034 -0.000973676 0.0115559 -1.12516 0.817381 -5.64274 -4.77479 0.109312 -0.347206 0.000176312 -0.00915034 8.3107 5.35033e-18 0.258973 0.21621 0.00535343 0.00750946 0.0682908 -0.30432 -6.42802 -3.98624 -0.000973676 -0.0115559 0.258973 -0.21621 8.63608 4.45789e-18 0.00679814 0.00935269 -0.00727003 0.00287914 -0.00977231 0.00505745 -1.12516 -0.817381 0.00535343 -0.00750946 0.00679814 -0.00935269 1.40388 -9.47936e-21
0.1 0.3 0 8.07942 4.12949e-18 0.309064 -0.377879 0.00173586 -0.00294258 -3.52027 4.87836 0.119234 0.319026 -0.000694822 0.00354954 0.309064 0.377879 9.03444 0 -0.0228809 0.00448359 0.0819298 0.352166 -5.11623 4.01776 0.014002 -0.0206977 0.00173586 0.00294258 -0.0228809 -0.00448359 1.22781 9.55736e-17 0.00138604 -0.00254744 -0.00489154 -0.00386447 -0.810321 0.832361 -3.52027 -4.87836 0.0819298 -0.352166 0.00138604 0.00254744 8.07434 -3.80929e-16 0.30058 0.399244 -0.00199777 0.000117229 0.119234 -0.319026 -5.11623 -4.01776 -0.00489154 0.00386447 0.30058 -0.399244 8.95394 3.78733e-16 -0.000533918 -0.00473074 -0.000694822 -0.00354954 0.014002 0.0206977 -0.810321 -0.832361 -0.00199777 -0.000117229 -0.000533918 0.00473074 1.22817 -5.9246e-21
0.1 0.4 0 7.71431 1.0075e-19 0.216823 -0.588502 0.00192685 0.00208906 -1.70989 3.6255 0.100616 0.308962 0.000374888 -0.00993274 0.216823 0.588502 9.30777 6.86006e-19 -0.0131914 -0.00345089 0.103711 0.345527 -3.98014 3.18278 0.0129885 -0.00281918 0.00192685 -0.00208906 -0.0131914 0.00345089 1.02338 2.55213e-21 -0.00815596 -0.0031642 0.00610477 -0.013381 -0.534177 0.630633 -1.70989 -3.6255 0.103711 -0.345527 -0.00815596 0.0031642 7.73745 -1.47119e-20 0.284407 0.625697 -0.00833917 -0.0079839 0.100616 -0.308962 -3.98014 -3.18278 0.00610477 0.013381 0.284407 -0.625697 9.31171 -1.48596e-18 -0.0123119 -0.00598778 0.000374888 0.00993274 0.0129885 0.00281918 -0.534177 -0.630633 -0.00833917 0.0079839 -0.0123119 0.00598778 1.02312 -4.77873e-17
0.1 0.5 0 7.55096 2.84095e-17 0.121321 -0.728952 0.00679023 0.0131928 -0.970281 1.45087 0.145261 0.297711 0.00562778 -0.00929034 0.121321 0.728952 9.38241 -2.02423e-21 0.00355567 -0.00168225 0.134827 0.305834 -3.35631 1.76391 -2.10463e-05 0.00238178 0.00679023 -0.0131928 0.00355567 0.00168225 0.91615 -6.10689e-21 0.00731277 -0.0134426 -0.0047921 -0.00605364 -0.447806 0.328315 -0.970281 -1.45087 0.134827 -0.305834 0.00731277 0.0134426 7.52353 -2.37859e-17 0.128897 0.717884 0.0126249 0.0124192 0.145261 -0.297711 -3.35631 -1.76391 -0.0047921 0.00605364 0.128897 -0.717884 9.39355 8.92166e-17 0.00569791 0.00443192 0.00562778 0.00929034 -2.10463e-05 -0.00238178 -0.447806 -0.328315 0.0126249 -0.0124192 0.00569791 -0.00443192 0.91576 2.38934e-17
0.1 0.6 0 7.45633 0 -0.0760299 -0.724612 0.00419325 0.00405942 -1.6566 -0.595403 0.118471 0.370445 0.00172486 -0.00112447 -0.0760299 0.724612 9.47178 4.75471e-17 0.0148549 0.0136077 0.128203 0.341289 -4.00017 0.565391 -0.0192926 -0.0336313 0.00419325 -0.00405942 0.0148549 -0.0136077 0.891552 -1.09377e-21 0.00837614 0.00222887 -0.0134586 0.0254702 -0.528961 6.57486e-05 -1.6566 0.595403 0.128203 -0.341289 0.00837614 -0.00222887 7.45066 1.62559e-19 -0.0889062 0.775074 -0.00632101 0.000849709 0.118471 -0.370445 -4.00017 -0.565391 -0.0134586 -0.0254702 -0.0889062 -0.775074 9.4849 0 0.00548214 0.0152279 0.00172486 0.00112447 -0.0192926 0.0336313 -0.528961 -6.57486e-05 -0.00632101 -0.000849709 0.00548214 -0.0152279 0.890692 -4.19279e-21
0.1 0.7 0 7.77495 -2.4616e-16 -0.289729 -0.695422 0.000683829 0.00114263 -3.58562 -1.97544 0.124869 0.3843 -0.00158902 -0.00384086 -0.289729 0.695422 9.47484 -2.84664e-18 -0.000583914 -0.00602021 0.100318 0.366617 -5.21033 -0.230584 -0.00143759 0.00699352 0.000683829 -0.00114263 -0.000583914 0.00602021 1.03035 -9.11477e-23 0.00487954 -0.00411411 -0.00054423 -0.00350882 -0.810291 -0.197541 -3.58562 1.97544 0.100318 -0.366617 0.00487954 0.00411411 7.76304 1.48568e-18 -0.28318 0.633743 -0.00443895 -0.00210722 0.124869 -0.3843 -5.21033 0.230584 -0.00054423 0.00350882 -0.28318 -0.633743 9.45988 -8.49158e-18 0.00434765 -0.00257477 -0.00158902 0.00384086 -0.00143759 -0.00699352 -0.810291 0.197541 -0.00443895 0.00210722 0.00434765 0.00257477 1.03146 1.36722e-21
0.1 0.8 0 8.12857 9.79793e-18 -0.377876 -0.38894 -0.000343405 0.00629038 -5.76239 -1.91463 0.141524 0.370519 0.00141859 -0.00568815 -0.377876 0.38894 9.01877 1.28889e-17 -0.0129337 -0.000141383 0.113209 0.319084 -6.45811 -0.192513 0.0126703 -0.00118444 -0.000343405 -0.00629038 -0.0129337 0.000141383 1.23314 -2.00069e-20 0.00130538 -0.00466854 0.0119047 0.00138135 -1.14927 -0.198079 -5.76239 1.91463 0.113209 -0.319084 0.00130538 0.00466854 8.05339 -7.53541e-19 -0.258558 0.404545 -0.00156279 -0.00602997 0.141524 -0.370519 -6.45811 0.192513 0.0119047 -0.00138135 -0.258558 -0.404545 8.84439 -1.12434e-18 -0.0145407 0.00069735 0.00141859 0.00568815 0.0126703 0.00118444 -1.14927 0.198079 -0.00156279 0.00602997 -0.0145407 -0.00069735 1.23393 -2.19666e-20
0.1 0.9 0 8.42584 -2.70096e-16 -0.223362 -0.113625 0.0220277 0.0240138 -7.49323 -0.564822 0.0749818 0.246975 -0.0228339 -0.0239256 -0.223362 0.113625 8.59433 3.40063e-16 0.0046716 -0.0171238 0.0931642 0.378557 -7.51854 0.560214 -0.00385235 0.0168206 0.0220277 -0.0240138 0.0046716 0.0171238 1.43597 1.23961e-20 -0.0266861 0.0240549 -0.00819989 -0.0167034 -1.42289 -9.65391e-05 -7.49323 0.564822 0.0931642 -0.378557 -0.0266861 -0.0240549 8.41187 -4.01394e-16 -0.212026 0.238168 0.0268477 0.0236189 0.0749818 -0.246975 -7.51854 -0.560214 -0.00819989 0.0167034 -0.212026 -0.238168 8.58863 2.87294e-16 0.00778602 -0.0165402 -0.0228339 0.0239256 -0.00385235 -0.0168206 -1.42289 9.65391e-05 0.0268477 -0.0236189 0.00778602 0.0165402 1.436 -1.53128e-20
0.2 0 0 8.68763 7.62945e-20 -0.215165 0.0624708 -0.0178683 -0.00620751 -6.81452 2.48575 0.240775 0.510374 0.0188623 -0.00103697 -0.215165 -0.0624708 8.44614 2.98495e-17 0.00331352 -0.0022224 0.314705 0.631913 -6.50608 3.15402 -0.00203378 0.00275663 -0.0178683 0.00620751 0.00331352 0.0022224 1.3819 1.97023e-15 0.0107679 -0.0145477 0.000847206 0.00216648 -1.25603 0.518145 -6.81452 -2.48575 0.314705 -0.631913 0.0107679 0.0145477 8.70266 4.26671e-17 -0.22043 0.0758994 -0.0159754 -0.0102461 0.240775 -0.510374 -6.50608 -3.15402 0.000847206 -0.00216648 -0.22043 -0.0758994 8.45617 4.51002e-18 2.58222e-05 0.00203342 0.0188623 0.00103697 -0.00203378 -0.00275663 -1.25603 -0.518145 -0.0159754 0.0102461 2.58222e-05 -0.00203342 1.38143 2.00727e-15
0.2 0.1 0 8.83759 1.64502e-17 -0.00832215 0.210167 -0.0369982 -0.0590382 -6.19758 4.50779 0.374212 0.495357 0.0641367 0.0260974 -0.00832215 -0.210167 8.1724 2.15942e-15 0.034618 -0.00190216 0.404459 0.5232 -5.9421 4.31628 -0.0264526 0.0226986 -0.0369982 0.0590382 0.034618 0.00190216 1.40934 -4.01878e-15 -0.000955615 -0.0719511 -0.0357632 0.0193013 -1.12948 0.820754 -6.19758 -4.50779 0.404459 -0.5232 -0.000955615 0.0719511 8.82698 5.58268e-18 -0.01898 -0.171264 -0.0401379 -0.058763 0.374212 -0.495357 -5.9421 -4.31628 -0.0357632 -0.0193013 -0.01898 0.171264 8.1601 1.90199e-15 0.0406064 -0.00544234 0.0641367 -0.0260974 -0.0264526 -0.0226986 -1.12948 -0.820754 -0.0401379 0.058763 0.0406064 0.00544234 1.40955 -4.09985e-15
0.2 0.2 0 8.60518 -1.19675e-15 0.176949 0.0106355 -0.0103977 0.0440199 -4.43377 5.65462 0.489407 0.405262 -0.0263389 -0.035486 0.176949 -0.0106355 8.48113 -3.75843e-17 0.0131756 0.0188704 0.49878 0.391594 -5.0559 5.22764 -0.0233339 -0.00221186 -0.0103977 -0.0440199 0.0131756 -0.0188704 1.3496 1.93233e-20 0.0411777 0.0115523 0.00638598 0.0167764 -0.860413 1.01017 -4.43377 -5.65462 0.49878 -0.391594 0.0411777 -0.0115523 8.64331 -7.74498e-16 0.180004 -0.0079658 -0.0182384 0.038277 0.489407 -0.405262 -5.0559 -5.22764 0.00638598 -0.0167764 0.180004 0.0079658 8.47344 1.189e-17 0.00961192 0.0155531 -0.0263389 0.035486 -0.0233339 0.00221186 -0.860413 -1.01017 -0.0182384 -0.038277 0.00961192 -0.0155531 1.34965 4.15633e-20
0.2 0.3 0 8.44279 1.48945e-17 0.467909 -0.412435 -0.0130823 -0.0107745 -2.21607 5.79428 0.514935 0.441774 0.015507 -0.0057977 0.467909 0.412435 8.53553 -7.61556e-18 -0.0105555 -0.0122451 0.514098 0.476858 -3.47809 5.16338 0.0152163 -0.00441973 -0.0130823 0.0107745 -0.0105555 0.0122451 1.22619 1.45836e-21 -0.000929868 -0.0255557 -0.00131933 -0.0143198 -0.540227 1.02565 -2.21607 -5.79428 0.514098 -0.476858 -0.000929868 0.0255557 8.46518 -1.32803e-17 0.491496 0.385299 -0.0208094 -0.0129344 0.514935 -0.441774 -3.47809 -5.16338 -0.00131933 0.0143198 0.491496 -0.385299 8.53694 -5.85757e-16 -0.0104298 -0.00845354 0.015507 0.0057977 0.0152163 0.00441973 -0.540227 -1.02565 -0.0208094 0.0129344 -0.0104298 0.00845354 1.22643 1.45836e-21
0.2 0.4 0 8.21188 -1.19175e-17 0.544135 -0.851461 -0.00212688 -0.00244419 -0.445248 4.50263 0.402879 0.518191 0.00312855 0.00659935 0.544135 0.851461 8.88324 1.49819e-17 -0.00861245 0.0162161 0.378066 0.609687 -2.42523 4.35496 -0.0144897 -0.0131174 -0.00212688 0.00244419 -0.00861245 -0.0162161 1.05908 -4.95046e-21 0.00351929 -0.00443353 0.0101111 0.000704992 -0.273226 0.840847 -0.445248 -4.50263 0.378066 -0.609687 0.00351929 0.00443353 8.29902 -5.83642e-17 0.552391 0.867552 -0.00144585 0.00369801 0.402879 -0.518191 -2.42523 -4.35496 0.0101111 -0.000704992 0.552391 -0.867552 8.86185 -1.90203e-16 -0.00175125 0.0113649 0.00312855 -0.00659935 -0.0144897 0.0131174 -0.273226 -0.840847 -0.00144585 -0.00369801 -0.00175125 -0.0113649 1.05882 1.79447e-21
